#Frame      Mode1    Mode2
    2334   -0.318   -7.156
    2335    0.465   -8.093
    2336   -0.325   -8.178
    2337    0.271   -8.088
    2338    0.768   -7.584
    2339    0.040   -7.722
    2340    0.175   -7.690
    2341    0.821   -7.417
    2342    0.075   -8.206
    2343    0.768   -8.334
    2344    1.933   -6.550
    2345    1.925   -6.622
    2346    1.570   -6.746
    2347    1.297   -7.007
    2348    1.117   -6.656
    2349    0.805   -9.642
    2350    0.654   -8.835
    2351   -0.294   -8.569
    2352   -0.542   -8.796
    2353   -0.637   -8.274
    2354   -0.264   -6.537
    2355   -1.092   -8.852
    2356   -0.156   -8.333
    2357   -0.477   -8.290
    2358   -0.296   -8.463
    2359    0.428   -7.937
    2360   -0.043   -7.117
    2361    0.304   -8.167
    2362   -0.838   -6.676
    2363   -0.739   -7.447
    2364   -0.139   -7.245
    2365   -0.085   -6.759
    2366   -1.003   -8.236
    2367   -0.980   -8.383
    2368   -0.718   -7.284
    2369   -0.839   -7.701
    2370   -0.183   -8.166
    2371   -0.930   -7.905
    2372   -1.515   -6.973
    2373   -2.469   -6.765
    2374   -2.049   -6.820
    2375    0.400   -6.908
    2376   -0.006   -8.433
    2377   -0.357   -8.126
    2378    0.097   -6.956
    2379   -1.528   -7.220
    2380   -0.306   -6.923
    2381    0.142   -8.100
    2382    0.068   -7.104
    2383   -1.684   -7.135
    2384   -0.436   -6.153
    2385   -1.685   -7.012
    2386   -0.830   -8.291
    2387    0.221   -6.543
    2388   -0.316   -6.978
    2389   -0.145   -7.621
    2390   -0.596   -6.867
    2391   -0.612   -8.020
    2392   -0.224   -7.065
    2393   -0.887   -7.686
    2394   -0.527   -8.139
    2395   -1.002   -7.282
    2396   -1.424   -7.939
    2397   -1.998   -6.713
    2398   -1.501   -7.212
    2399   -1.623   -6.762
    2400   -1.917   -6.736
    2401   -0.567   -7.517
    2402    0.084   -6.845
    2403    1.536   -2.912
    2404   -1.386   -6.260
    2405   -0.501   -5.521
    2406   -0.690   -6.357
    2407   -0.137   -6.260
    2408   -0.592   -6.016
    2409    0.714   -5.739
    2410   -0.244   -6.959
    2411   -0.585   -5.841
    2412   -1.105   -6.876
    2413   -0.854   -6.593
    2414   -0.821   -7.026
    2415   -0.387   -7.486
    2416   -0.056   -6.843
    2417   -1.271   -6.666
    2418    0.121   -8.160
    2419   -0.126   -7.342
    2420   -0.639   -7.149
    2421   -0.122   -6.135
    2422    0.209   -8.490
    2423   -0.987   -7.342
    2424   -1.277   -8.181
    2425    0.087   -7.449
    2426   -1.104   -7.062
    2427   -0.327   -7.108
    2428    0.199   -7.833
    2429   -0.335   -6.938
    2430   -0.891   -6.052
    2431    0.442   -7.358
    2432   -0.014   -8.144
    2433   -0.485   -7.801
    2434   -0.839   -7.608
    2435   -0.276   -7.594
    2436   -0.614   -7.927
    2437   -1.578   -7.698
    2438    0.726   -7.937
    2439   -2.067   -7.319
    2440   -1.316   -5.744
    2441   -0.635   -6.819
    2442   -0.277   -8.049
    2443   -2.051   -7.030
    2444   -2.647   -6.564
    2445   -1.452   -7.075
    2446   -1.483   -7.191
    2447   -1.109   -7.668
    2448    0.038   -7.712
    2449   -1.344   -8.187
    2450   -0.095   -7.476
    2451   -1.048   -7.047
    2452   -0.650   -7.109
    2453   -0.336   -8.172
    2454   -0.884   -8.177
    2455   -0.411   -8.113
    2456   -0.041   -7.429
    2457   -0.869   -8.991
    2458   -2.101   -8.514
    2459   -1.419   -8.679
    2460   -1.626   -8.239
    2461   -1.557   -8.975
    2462   -0.870   -8.626
    2463   -0.683   -7.707
    2464   -0.430   -8.211
    2465   -0.752   -8.315
    2466   -0.576   -8.641
    2467   -1.721   -8.422
    2468   -1.982   -8.779
    2469   -0.818   -9.085
    2470   -0.175   -8.684
    2471   -1.509   -8.446
    2472   -0.278   -8.560
    2473   -0.497   -8.395
    2474   -0.373   -8.355
    2475   -0.149   -7.613
    2476   -0.699   -8.569
    2477   -1.108   -8.472
    2478   -0.645   -8.588
    2479   -0.456   -8.177
    2480   -0.772   -7.953
    2481   -0.665   -8.712
    2482   -0.764   -7.935
    2483    0.165   -8.328
    2484    1.844   -7.632
    2485   -1.120   -8.936
    2486   -0.703   -8.147
    2487   -0.592   -8.141
    2488   -0.953   -7.441
    2489   -1.127   -7.746
    2490   -0.873   -7.971
    2491   -0.201   -8.150
    2492   -1.417   -7.435
    2493   -1.489   -8.563
    2494   -1.749   -8.725
    2495   -0.666   -8.673
    2496   -0.795   -7.177
    2497   -0.795   -7.743
    2498   -1.366   -8.493
    2499   -1.470   -7.435
    2500   -0.546   -8.233
    2501   -0.664   -7.947
    2502   -1.037   -7.927
    2503   -1.063   -8.470
    2504   -0.200   -7.636
    2505   -1.329   -8.112
    2506   -0.944   -8.179
    2507   -0.992   -8.079
    2508   -0.810   -7.887
    2509   -1.089   -7.987
    2510   -1.043   -8.159
    2511   -0.055   -6.568
    2512   -1.378   -8.405
    2513   -0.898   -7.231
    2514   -0.239   -8.890
    2515   -0.084   -7.842
    2516   -0.549   -8.199
    2517    1.846   -8.541
    2518    2.475   -9.284
    2519    0.959   -8.902
    2520   -1.105   -8.090
    2521    1.030   -7.585
    2522   -1.038   -8.530
    2523   -0.304   -8.786
    2524   -0.157   -7.799
    2525   -0.250   -8.629
    2526   -0.454   -8.499
    2527   -1.643   -8.130
    2528   -0.821   -8.780
    2529    0.272   -8.294
    2530   -1.286   -7.257
    2531   -0.933   -7.835
    2532   -1.255   -8.005
    2533   -1.544   -7.961
    2534    2.043   -6.500
    2535   -1.543   -8.103
    2536   -0.290   -7.766
    2537   -0.973   -7.881
    2538   -0.647   -6.702
    2539   -0.080   -8.308
    2540    0.571   -8.150
    2541   -0.572   -8.441
    2542   -0.156   -7.427
    2543   -0.892   -7.784
    2544   -0.845   -8.316
    2545    0.009   -7.815
    2546   -0.295   -8.176
    2547   -0.149   -8.119
    2548   -0.480   -8.085
    2549   -0.815   -8.985
    2550   -0.093   -7.502
    2551   -0.226   -8.151
    2552   -0.113   -7.938
    2553   -0.584   -8.383
    2554    0.381   -8.114
    2555    0.523   -7.153
    2556   -0.813   -8.310
    2557    0.887   -7.368
    2558    0.565   -7.544
    2559   -1.772   -8.010
    2560   -1.506   -7.803
    2561   -0.230   -8.249
    2562   -1.067   -7.354
    2563   -0.087   -6.676
    2564   -0.118   -7.163
    2565   -0.928   -7.772
    2566   -1.219   -7.528
    2567   -0.637   -7.447
    2568    0.984   -7.055
    2569    0.026   -7.838
    2570    0.014   -5.995
    2571    0.904   -6.515
    2572    1.277   -6.757
    2573    1.088   -5.570
    2574    1.320   -6.656
    2575    0.958   -6.391
    2576    1.226   -7.061
    2577    0.317   -7.282
    2578    0.236   -6.258
    2579    1.359   -7.289
    2580    0.168   -6.507
    2581    1.399   -6.435
    2582    1.781   -6.224
    2583    0.392   -6.161
    2584    1.226   -3.563
    2585    1.644   -4.013
    2586    1.637   -4.044
    2587    2.662   -3.220
    2588    2.064   -4.721
    2589    2.524   -4.568
    2590    3.481   -5.467
    2591    3.179   -2.203
    2592    2.313   -2.435
    2593    1.774   -2.160
    2594    2.689   -3.509
    2595    3.304   -3.291
    2596    2.869   -4.250
    2597    4.088   -4.020
    2598    1.339   -3.515
    2599    3.776   -3.470
    2600    2.449   -2.145
    2601    2.072   -2.240
    2602    2.262   -1.868
    2603    3.433   -3.596
    2604    2.125   -3.790
    2605    2.537   -4.829
    2606    1.742   -4.108
    2607    2.148   -4.116
    2608    3.871   -4.618
    2609    4.174   -5.688
    2610    3.231   -5.177
    2611    3.127   -4.977
    2612    3.180   -6.311
    2613    2.489   -5.301
    2614    3.968   -5.640
    2615    3.566   -5.168
    2616    2.119   -5.270
    2617    2.688   -5.640
    2618    3.664   -5.943
    2619    1.875   -4.821
    2620    2.979   -5.848
    2621    2.736   -3.736
    2622    3.282   -4.495
    2623    3.445   -5.692
    2624    1.127   -5.818
    2625    0.699   -7.129
    2626    2.562   -6.875
    2627    2.510   -8.359
    2628    3.076   -6.589
    2629    2.547   -7.270
    2630    2.188   -6.471
    2631    3.212   -3.624
    2632    2.208   -4.801
    2633    1.595   -5.410
    2634    3.095   -5.229
    2635    2.665   -5.316
    2636    2.828   -4.064
    2637    1.878   -6.997
    2638    2.507   -5.856
    2639    1.588   -6.455
    2640    1.716   -6.101
    2641    3.109   -5.706
    2642    2.492   -4.631
    2643    2.681   -3.618
    2644    2.438   -3.669
    2645    2.418   -4.747
    2646    1.387   -5.101
    2647    3.077   -4.233
    2648    3.335   -4.113
    2649    1.603   -7.235
    2650    1.800   -5.958
    2651    2.410   -5.822
    2652    2.978   -7.251
    2653    3.471   -6.830
    2654    2.086   -6.626
    2655    2.624   -4.878
    2656    0.698   -5.700
    2657    1.223   -5.633
    2658    1.835   -6.959
    2659    1.663   -5.825
    2660    3.041   -5.622
    2661    2.033   -6.281
    2662    3.344   -4.518
    2663    2.483   -5.242
    2664    2.569   -4.577
    2665    4.050   -5.542
    2666    3.116   -4.524
    2667    2.676   -5.056
    2668    2.556   -4.072
    2669    2.073   -5.888
    2670    2.649   -5.091
    2671    3.834   -2.895
    2672    2.427   -5.560
    2673    2.578   -4.907
    2674    2.013   -4.659
    2675    1.708   -3.814
    2676    1.859   -5.313
    2677    3.171   -4.732
    2678    2.896   -5.990
    2679    2.207   -5.647
    2680    2.572   -6.267
    2681    2.390   -5.909
    2682    1.172   -5.501
    2683    2.806   -5.611
    2684    2.653   -7.583
    2685    1.039   -5.703
    2686    0.715   -6.960
    2687    0.468   -5.995
    2688    0.434   -6.455
    2689    1.433   -6.448
    2690    1.348   -6.467
    2691    1.911   -5.680
    2692    1.686   -5.740
    2693    2.599   -6.393
    2694    2.622   -4.758
    2695    2.523   -2.917
    2696    1.608   -6.012
    2697    3.087   -3.711
    2698    2.742   -5.852
    2699    2.224   -6.109
    2700    1.496   -5.468
    2701    3.063   -4.934
    2702    2.674   -5.503
    2703    2.809   -3.031
    2704    3.939   -3.303
    2705    3.208   -4.883
    2706    3.683   -4.344
    2707    4.287   -4.120
    2708    2.968   -5.730
    2709    2.222   -6.540
    2710    2.284   -5.635
    2711    2.554   -4.473
    2712    1.294   -4.717
    2713    2.263   -4.848
    2714    2.650   -5.421
    2715    2.085   -4.131
    2716    3.703   -4.291
    2717    2.481   -5.424
    2718    2.678   -4.759
    2719    2.524   -4.407
    2720    3.294   -3.954
    2721    2.192   -3.412
    2722    2.999   -4.795
    2723    2.285   -5.860
    2724    3.420   -5.735
    2725    3.878   -4.437
    2726    2.800   -4.275
    2727    2.752   -4.472
    2728    3.718   -5.320
    2729    3.159   -4.220
    2730    3.059   -4.736
    2731    1.770   -6.123
    2732    2.069   -4.563
    2733    2.930   -4.377
    2734    3.028   -5.268
    2735    3.116   -4.673
    2736    2.724   -6.008
    2737    2.736   -4.823
    2738    2.366   -5.419
    2739    3.634   -5.047
    2740    4.115   -6.915
    2741    4.050   -5.870
    2742    4.359   -5.610
    2743    2.682   -4.458
    2744    3.187   -5.198
    2745    3.673   -3.942
    2746    3.304   -3.971
    2747    2.508   -3.981
    2748    2.130   -4.998
    2749    3.939   -5.611
    2750    3.617   -5.474
    2751    3.601   -4.436
    2752    3.751   -5.458
    2753    2.820   -4.256
    2754    2.474   -4.132
    2755    1.949   -5.842
    2756    0.153   -5.691
    2757    0.546   -8.270
    2758    0.512   -7.940
    2759   -1.741   -8.782
    2760   -1.117   -8.532
    2761    0.260   -6.141
    2762    2.143   -4.888
    2763    2.872   -3.013
    2764    2.320   -4.799
    2765    2.348   -4.507
    2766    2.653   -3.174
    2767    1.795   -4.257
    2768    2.960   -4.519
    2769    2.402   -6.101
    2770    2.005   -6.010
    2771    2.801   -5.156
    2772    1.876   -5.342
    2773    2.028   -5.482
    2774    2.621   -5.046
    2775    1.005   -6.285
    2776    3.615   -4.608
    2777    3.144   -5.143
    2778    2.575   -6.452
    2779    0.978   -7.922
    2780    3.812   -5.580
    2781    2.838   -5.350
    2782    2.109   -5.024
    2783    1.130   -5.102
    2784    3.028   -3.465
    2785    2.251   -4.470
    2786    3.366   -3.508
    2787    2.486   -7.806
    2788    1.746   -7.695
    2789    1.256   -7.642
    2790    3.021   -5.563
    2791    3.339   -5.995
    2792    3.417   -6.596
    2793    3.290   -6.255
    2794    1.466   -7.867
    2795    2.397   -7.847
    2796    4.168   -5.597
    2797    3.940   -5.963
    2798    3.728   -6.664
    2799    3.355   -7.166
    2800    2.661   -7.874
    2801    2.442   -4.519
    2802    2.953   -8.521
    2803    2.605   -7.248
    2804    3.196   -7.191
    2805    3.386   -7.240
    2806    3.287   -8.010
    2807    1.856   -6.977
    2808    2.968   -3.658
    2809    2.932   -5.176
    2810    3.092   -4.267
    2811    3.646   -4.764
    2812    3.018   -4.061
    2813    2.202   -4.480
    2814    2.915   -5.499
    2815    2.788   -4.742
    2816    2.340   -4.447
    2817    3.711   -4.911
    2818    3.010   -6.727
    2819    3.084   -4.719
    2820    4.514   -3.807
    2821    2.520   -5.157
    2822    2.612   -4.506
    2823    3.370   -4.286
    2824    2.808   -5.571
    2825    1.759   -7.549
    2826    1.478   -7.134
    2827    1.942   -6.913
    2828    2.861   -4.090
    2829    2.813   -5.547
    2830    3.040   -6.021
    2831    3.225   -6.823
    2832    2.450   -6.114
    2833    2.139   -5.447
    2834    4.768   -6.797
    2835    3.459   -7.940
    2836    4.514   -5.103
    2837    4.465   -6.858
    2838    4.701   -6.719
    2839    5.619   -5.885
    2840    2.462   -4.735
    2841    5.858   -5.104
    2842    3.648   -7.789
    2843    2.987   -6.946
    2844    4.777   -6.917
    2845    1.955   -7.702
    2846    1.900   -9.710
    2847    2.046  -10.517
    2848    1.675   -9.213
    2849    3.658   -8.228
    2850    5.369   -7.559
    2851    4.237   -9.205
    2852    6.226   -7.531
    2853    4.817   -8.896
    2854    6.616   -6.757
    2855    6.775   -7.317
    2856    7.222   -4.608
    2857    5.155   -5.102
    2858    4.321   -6.001
    2859    4.763   -5.409
    2860    4.512   -6.992
    2861    5.380   -4.451
    2862    4.424   -5.572
    2863    4.744   -6.581
    2864    4.229   -6.813
    2865    5.419   -5.962
    2866    5.236   -5.983
    2867    4.543   -7.778
    2868    3.093   -5.693
    2869    6.599   -6.590
    2870    5.470   -6.452
    2871    4.356   -4.493
    2872    5.491   -3.916
    2873    4.178   -5.328
    2874    2.571   -4.611
    2875    3.048   -4.185
    2876    3.828   -4.451
    2877    1.668   -5.311
    2878    1.846   -4.373
    2879    2.721   -4.857
    2880    2.561   -5.564
    2881    3.658   -4.897
    2882    2.796   -3.934
    2883    2.944   -4.462
    2884    1.831   -5.226
    2885    1.388   -3.346
    2886    3.761   -4.613
    2887    6.211   -4.521
    2888    3.669   -6.446
    2889    4.642   -5.337
    2890    2.424   -5.465
    2891    2.895   -4.533
    2892    3.431   -7.774
    2893    4.062   -8.945
    2894    4.117   -6.807
    2895    5.040   -6.791
    2896    4.209   -6.686
    2897    4.102   -7.818
    2898    4.750   -5.747
    2899    5.048   -5.323
    2900    4.543   -6.343
    2901    3.096   -5.347
    2902    4.463   -5.711
    2903    4.212   -5.908
    2904    1.425   -6.906
    2905    2.480   -6.442
    2906    0.915   -6.100
    2907    4.490   -6.122
    2908    3.721   -8.357
    2909    4.642   -7.848
    2910    3.662   -8.597
    2911    3.801   -8.225
    2912    3.977   -7.651
    2913    3.060   -8.629
    2914    2.297   -8.593
    2915    2.136   -6.263
    2916    4.082   -5.909
    2917    3.695   -6.449
    2918    2.173   -6.608
    2919    3.175   -5.380
    2920    4.230   -5.587
    2921    3.176   -4.977
    2922    3.049   -6.365
    2923    4.438   -5.458
    2924    5.316   -5.770
    2925    2.596   -5.892
    2926    2.929   -5.453
    2927    2.288   -5.133
    2928    2.796   -5.912
    2929    2.822   -4.922
    2930    2.865   -4.131
    2931    3.276   -4.771
    2932    3.017   -4.383
    2933    3.251   -5.142
    2934    2.804   -4.467
    2935    2.664   -5.707
    2936    1.888   -6.750
    2937    3.338   -6.612
    2938    5.244   -5.827
    2939    3.899   -3.649
    2940    1.081   -5.825
    2941    1.215   -4.424
    2942    2.160   -5.408
    2943    2.248   -5.202
    2944    2.752   -6.609
    2945    1.966   -5.372
    2946    2.032   -5.919
    2947    2.478   -5.941
    2948    0.895   -8.606
    2949    0.563   -7.060
    2950    1.674   -6.907
    2951    0.698   -7.536
    2952    1.695   -7.547
    2953    1.759   -7.476
    2954    2.510   -6.664
    2955    2.267   -6.831
    2956    2.622   -6.211
    2957    2.410   -7.408
    2958    2.208   -7.390
    2959    2.142   -7.279
    2960    2.069   -6.890
    2961    1.730   -7.510
    2962    1.879   -7.876
    2963    1.309   -8.645
    2964    0.947   -8.866
    2965    0.078   -7.952
    2966    1.428   -8.211
    2967    0.779   -8.704
    2968    1.601   -7.248
    2969    4.058   -6.783
    2970    3.122   -5.942
    2971    2.604   -6.884
    2972    2.508   -6.848
    2973    2.108   -7.715
    2974    1.951   -7.563
    2975    2.966   -8.523
    2976    2.711   -6.629
    2977    3.073   -7.075
    2978    2.196   -7.973
    2979    3.067   -7.032
    2980    3.043   -6.498
    2981    2.368   -7.819
    2982    1.799   -8.026
    2983    0.993   -7.477
    2984    1.124   -7.935
    2985    1.673   -7.714
    2986    1.611   -8.248
    2987    2.002   -6.480
    2988    1.857   -6.610
    2989    2.022   -7.376
    2990    1.094   -6.842
    2991    1.668   -6.192
    2992    1.463   -7.062
    2993    0.840   -7.595
    2994    1.800   -5.843
    2995    1.972   -7.393
    2996    1.362   -7.649
    2997    1.417   -7.366
    2998    2.633   -6.402
    2999    2.714   -5.018
    3000    2.023   -6.363
    3001    1.782   -7.023
    3002    2.258   -5.770
    3003    2.202   -5.843
    3004    1.999   -7.077
    3005    1.730   -4.959
    3006    1.920   -5.999
    3007    1.137   -6.468
    3008    0.051   -7.003
    3009    1.243   -6.677
    3010    0.244   -8.714
    3011   -0.260   -8.193
    3012   -0.596  -10.230
    3013    1.156   -9.019
    3014    0.862   -7.786
    3015    0.072   -7.215
    3016    1.928   -5.709
    3017    2.122   -5.389
    3018    2.616   -6.012
    3019    2.456   -7.472
    3020    2.481   -7.277
    3021   -0.402   -8.805
    3022   -0.137   -8.964
    3023    1.340   -8.495
    3024    1.653   -9.391
    3025    0.530   -9.321
    3026    0.366  -10.536
    3027    1.647   -9.041
    3028    0.553   -8.501
    3029    2.355   -8.145
    3030   -0.514   -8.033
    3031   -1.357   -9.093
    3032    0.584   -8.541
    3033    2.678   -7.267
    3034    2.117   -7.030
    3035    1.590   -8.392
    3036    2.206   -6.098
    3037    3.336   -5.059
    3038    2.636   -5.135
    3039    2.548   -4.382
    3040    0.787   -6.666
    3041    0.858   -8.115
    3042    1.423   -6.867
    3043    3.158   -6.547
    3044    1.321   -8.244
    3045    1.304   -8.699
    3046    1.981   -7.696
    3047    0.977   -7.271
    3048   -0.076   -4.356
    3049   -2.690   -6.683
    3050   -1.753   -3.832
    3051   -1.509   -3.842
    3052    0.336   -3.018
    3053    1.900   -6.349
    3054    4.604   -8.479
    3055    2.404   -8.575
    3056    2.373   -8.060
    3057    0.749  -10.537
    3058    0.361  -11.133
    3059    0.034   -9.133
    3060   -0.029  -10.052
    3061    0.447   -8.960
    3062    0.317  -10.125
    3063    0.295  -10.473
    3064    0.750   -9.524
    3065    0.113  -10.319
    3066    1.118   -8.902
    3067    0.012   -9.590
    3068   -0.040   -9.811
    3069   -0.183  -10.030
    3070    0.632  -10.356
    3071   -0.271  -10.957
    3072   -0.327  -10.789
    3073   -0.608  -10.730
    3074    0.320   -9.919
    3075   -0.526  -10.562
    3076   -1.564  -11.529
    3077   -1.075  -10.746
    3078    0.426   -9.848
    3079    0.187   -9.992
    3080   -0.387   -9.989
    3081    0.142   -9.847
    3082   -1.009  -10.412
    3083   -0.701   -9.748
    3084   -0.385   -9.399
    3085   -0.969  -11.154
    3086   -0.425  -10.207
    3087   -0.801  -10.206
    3088   -0.507   -9.481
    3089   -0.223  -10.258
    3090   -0.529   -9.605
    3091   -0.864  -10.810
    3092   -0.506  -10.276
    3093   -0.291   -9.876
    3094   -0.206   -9.868
    3095   -0.088  -10.187
    3096    0.651   -8.988
    3097   -0.158   -9.696
    3098   -0.497   -9.472
    3099    0.180   -9.729
    3100   -0.627  -10.558
    3101    0.573   -9.016
    3102   -1.066  -11.459
    3103   -0.103   -9.629
    3104   -0.623  -10.847
    3105   -0.341  -11.012
    3106   -0.040  -10.412
    3107    0.464   -9.551
    3108    0.834   -9.900
    3109   -0.286  -10.974
    3110    0.146  -10.132
    3111    0.417   -9.486
    3112    0.055   -9.726
    3113    0.576   -9.055
    3114   -0.194   -9.827
    3115    0.504   -8.960
    3116   -0.139   -9.421
    3117    0.905   -9.103
    3118    0.893   -8.873
    3119    0.228   -9.616
    3120    0.348   -9.457
    3121   -0.131   -9.106
    3122    0.382   -9.119
    3123    0.005   -9.192
    3124   -0.005   -9.318
    3125    0.154   -9.354
    3126    0.137   -9.669
    3127   -0.157   -9.532
    3128   -0.231   -9.726
    3129    0.011   -8.903
    3130   -0.328   -9.456
    3131   -0.307   -9.682
    3132    0.607   -7.804
    3133    0.469   -9.378
    3134    0.267   -8.917
    3135   -0.066   -9.402
    3136    0.135   -9.510
    3137   -0.198   -9.496
    3138   -0.740   -9.339
    3139   -0.519   -9.452
    3140    0.184   -9.196
    3141    0.343   -9.525
    3142   -0.773  -10.180
    3143   -0.046  -10.013
    3144    0.229   -8.902
    3145   -0.490   -9.621
    3146    0.665   -9.457
    3147    0.389   -7.786
    3148    0.210   -8.917
    3149   -0.053   -9.932
    3150    0.213  -10.394
    3151   -1.581  -11.125
    3152   -1.213  -10.075
    3153    0.060   -9.948
    3154   -0.859  -11.267
    3155    0.158  -10.264
    3156    0.531   -9.618
    3157   -0.290  -10.949
    3158   -0.186  -11.367
    3159   -1.217  -11.032
    3160   -0.927  -11.514
    3161   -0.130  -10.342
    3162    0.148  -10.386
    3163   -0.107   -9.777
    3164   -0.064  -10.408
    3165   -1.301  -11.880
    3166    0.326   -9.808
    3167   -0.658  -11.286
    3168   -0.803  -11.349
    3169   -0.425  -10.550
    3170   -0.007  -10.219
    3171    0.095  -10.538
    3172   -0.661  -10.514
    3173   -0.564   -9.685
    3174   -0.141   -9.685
    3175   -0.322   -9.180
    3176    0.076   -9.672
    3177   -0.518   -9.396
    3178   -0.229   -9.832
    3179   -0.671   -9.994
    3180    0.835   -8.361
    3181    0.217   -9.871
    3182   -0.325  -10.202
    3183    0.018   -9.780
    3184    0.392   -9.743
    3185   -0.405   -9.665
    3186   -0.639  -10.889
    3187    1.074   -8.462
    3188   -0.433   -9.354
    3189   -0.669  -10.505
    3190   -0.333   -9.935
    3191    0.457   -9.291
    3192    0.707   -9.420
    3193   -0.056  -10.066
    3194    1.491   -9.236
    3195   -0.368   -9.921
    3196    0.728   -8.401
    3197    0.584   -9.368
    3198   -0.021   -9.553
    3199   -0.521   -9.579
    3200   -0.776  -11.094
    3201    0.063   -9.838
    3202    0.379   -9.212
    3203    0.879   -9.216
    3204    0.003   -9.472
    3205   -0.634  -10.297
    3206    0.052   -9.635
    3207    0.105   -9.761
    3208    0.340   -9.082
    3209   -0.355  -10.184
    3210   -0.132   -9.722
    3211   -1.252  -10.530
    3212   -0.209   -9.582
    3213    0.188   -8.746
    3214    0.316   -9.077
    3215   -0.340  -10.868
    3216    0.099   -9.460
    3217    0.170   -9.547
    3218    0.302   -9.257
    3219   -0.168  -10.368
    3220   -0.873   -9.908
    3221   -0.370   -9.814
    3222   -0.545  -10.546
    3223   -0.396  -10.114
    3224    0.116   -9.989
    3225   -0.156   -9.843
    3226    0.016  -10.379
    3227   -0.628  -10.512
    3228   -0.207  -10.543
    3229   -0.774  -10.930
    3230    0.151  -10.127
    3231   -0.557  -10.494
    3232   -0.032  -10.534
    3233   -0.410  -10.621
    3234   -0.858  -11.501
    3235   -0.022  -10.345
    3236   -0.047  -10.306
    3237    0.088  -10.479
    3238   -0.276  -10.078
    3239    0.399  -10.597
    3240   -0.490  -10.624
    3241   -0.472  -11.075
    3242    0.253  -10.328
    3243    0.139  -10.519
    3244   -1.285  -11.040
    3245    0.039  -10.588
    3246    0.108  -10.298
    3247   -0.501  -10.519
    3248   -1.243  -11.656
    3249   -1.571  -10.910
    3250   -1.327  -12.388
    3251   -1.024  -11.250
    3252   -0.479  -10.451
    3253    0.399  -10.322
    3254   -0.413  -11.852
    3255   -1.491  -11.419
    3256    0.040  -10.548
    3257    0.385  -10.077
    3258   -0.533  -11.138
    3259    0.086  -10.088
    3260    0.444   -9.936
    3261    0.256  -10.453
    3262    0.756   -8.876
    3263    0.519  -10.299
    3264   -0.594  -10.435
    3265   -0.491  -10.082
    3266    0.145   -9.863
    3267    0.707   -9.818
    3268   -0.662  -10.355
    3269   -0.285  -10.569
    3270    1.025   -9.754
    3271   -1.226   -9.916
    3272   -0.749   -9.899
    3273   -0.884  -10.512
    3274    0.139   -8.925
    3275    0.380   -9.570
    3276    1.035   -8.339
    3277    0.788   -8.734
    3278    0.060   -9.540
    3279   -0.485  -10.428
    3280    0.406   -8.732
    3281    1.088   -8.681
    3282    0.962   -8.442
    3283    0.673   -8.270
    3284   -0.267   -9.316
    3285    0.903   -8.110
    3286    0.663   -9.727
    3287    0.732   -8.736
    3288    0.783   -9.407
    3289    0.498   -9.809
    3290    0.324   -9.617
    3291   -0.319   -9.755
    3292    0.284   -8.585
    3293    0.393   -8.724
    3294    0.287   -9.123
    3295    0.192   -9.358
    3296    0.520   -9.347
    3297    0.855   -9.296
    3298    0.479   -7.936
    3299   -0.223   -9.498
    3300    1.086   -8.787
    3301    0.790   -8.632
    3302    0.625   -9.298
    3303    0.530   -8.893
    3304   -0.824  -10.209
    3305    0.199   -9.292
    3306    0.466   -9.428
    3307   -0.022   -9.353
    3308    0.652  -10.209
    3309    0.650   -9.838
    3310    0.680   -8.995
    3311    0.490   -9.257
    3312    0.719   -8.357
    3313    0.229   -9.280
    3314    1.139   -9.241
    3315    0.497   -8.687
    3316    0.146   -9.491
    3317    1.272   -8.092
    3318   -0.308  -10.113
    3319   -0.233   -9.436
    3320    1.423   -7.515
    3321    0.395   -9.028
    3322    0.599   -9.384
    3323   -0.085   -9.056
    3324    0.146   -9.367
    3325   -0.230   -9.849
    3326    0.817   -9.495
    3327    0.680   -9.163
    3328    0.220   -9.275
    3329    0.219  -10.079
    3330    0.308   -9.436
    3331    0.443   -9.806
    3332    0.298   -8.904
    3333   -0.176   -9.718
    3334    0.187   -9.532
    3335    0.588   -9.759
    3336    0.627   -9.585
    3337    0.831   -8.742
    3338    0.409   -9.710
    3339    0.096   -9.630
    3340    0.208   -8.905
    3341    0.842   -8.517
    3342    0.574   -9.231
    3343    0.572   -8.663
    3344   -0.226   -9.563
    3345    0.431   -9.321
    3346    0.256   -9.652
    3347    1.238   -8.691
    3348    0.215   -9.553
    3349    0.066   -9.457
    3350    0.074   -9.284
    3351   -0.031   -9.796
    3352    0.705   -8.908
    3353    0.134   -9.224
    3354    0.583   -9.096
    3355    0.483   -9.739
    3356   -0.087   -9.862
    3357   -0.365   -9.574
    3358   -0.399   -9.838
    3359   -0.090  -10.179
    3360    0.286   -9.733
    3361   -0.371   -9.445
    3362    0.528   -8.815
    3363    0.042   -9.395
    3364    1.611   -8.666
    3365    1.361   -9.361
    3366    0.787   -9.794
    3367    0.758   -8.546
    3368    0.832   -8.763
    3369    0.493   -9.809
    3370    1.852   -9.188
    3371    1.962   -8.662
    3372    2.610   -8.615
    3373    1.590   -9.112
    3374    0.848   -9.036
    3375    1.554   -8.956
    3376    1.369   -8.920
    3377    1.511   -9.365
    3378    3.031   -7.608
    3379    1.536   -9.339
    3380    0.974   -9.755
    3381    0.706  -10.057
    3382   -0.347   -9.314
