#Frame      Mode1    Mode2
    3576  -10.121   -4.973
    3577   -9.924   -4.819
    3578   -8.976   -5.423
    3579  -10.078   -5.846
    3580  -10.693   -4.274
    3581  -10.131   -4.979
    3582   -9.959   -4.914
    3583   -9.669   -5.349
    3584  -10.206   -5.478
    3585   -9.987   -4.481
    3586   -9.043   -4.455
    3587   -9.364   -5.501
    3588  -10.442   -5.271
    3589  -10.947   -5.386
    3590  -10.433   -4.900
    3591  -10.378   -5.241
    3592  -10.786   -5.444
    3593  -10.351   -5.214
    3594  -10.747   -5.075
    3595  -10.624   -5.080
    3596  -10.851   -4.485
    3597  -10.875   -4.580
    3598  -11.116   -3.878
    3599  -10.834   -4.686
    3600   -9.177   -5.339
    3601  -10.562   -5.501
    3602  -10.756   -5.157
    3603  -11.123   -5.634
    3604  -11.019   -4.423
    3605  -11.200   -4.541
    3606  -10.584   -3.869
    3607  -10.848   -4.421
    3608  -10.758   -4.386
    3609  -11.043   -4.731
    3610  -10.468   -5.428
    3611  -10.515   -4.444
    3612  -10.183   -3.842
    3613   -9.788   -3.945
    3614  -10.703   -5.825
    3615   -9.241   -5.489
    3616  -10.135   -5.522
    3617   -9.978   -5.538
    3618   -9.709   -5.879
    3619   -9.792   -5.174
    3620   -9.912   -4.864
    3621   -8.594   -4.343
    3622   -9.340   -3.015
    3623   -9.293   -3.050
    3624   -8.849   -4.368
    3625   -9.599   -5.059
    3626   -9.711   -5.384
    3627   -9.725   -5.560
    3628   -7.740   -5.878
    3629   -9.411   -5.951
    3630  -10.513   -6.249
    3631  -10.535   -5.696
    3632  -10.838   -5.387
    3633  -10.421   -6.691
    3634   -9.701   -6.421
    3635  -11.092   -5.982
    3636  -10.333   -4.583
    3637  -11.232   -4.983
    3638  -11.898   -6.116
    3639  -11.214   -6.503
    3640  -11.058   -5.873
    3641  -11.505   -6.136
    3642  -10.653   -5.730
    3643  -10.740   -5.902
    3644  -11.236   -5.971
    3645  -10.720   -5.010
    3646   -9.443   -5.446
    3647  -10.866   -4.592
    3648  -11.070   -4.462
    3649  -10.289   -4.222
    3650   -9.942   -5.396
    3651  -10.268   -5.190
    3652  -10.596   -5.279
    3653  -10.501   -5.443
    3654  -10.356   -6.520
    3655  -10.319   -6.219
    3656  -10.195   -5.825
    3657   -9.976   -5.592
    3658   -9.719   -6.213
    3659  -10.419   -5.684
    3660   -9.847   -5.184
    3661  -10.050   -5.727
    3662   -9.584   -4.897
    3663   -9.896   -5.868
    3664   -9.905   -5.294
    3665  -10.540   -4.974
    3666  -10.311   -5.318
    3667  -10.636   -4.846
    3668  -10.066   -6.020
    3669  -10.387   -5.464
    3670  -11.468   -5.332
    3671  -10.158   -6.453
    3672  -10.413   -6.128
    3673   -9.986   -5.300
    3674  -10.715   -5.688
    3675  -10.428   -6.025
    3676  -10.513   -7.322
    3677  -11.021   -7.072
    3678  -10.666   -6.191
    3679  -10.326   -5.871
    3680  -11.071   -5.667
    3681  -10.707   -6.436
    3682  -10.294   -5.676
    3683  -10.489   -6.124
    3684  -10.429   -6.376
    3685  -10.447   -6.005
    3686  -10.977   -6.758
    3687  -10.217   -6.385
    3688  -10.145   -7.038
    3689  -10.839   -6.571
    3690  -10.269   -6.858
    3691   -9.981   -7.302
    3692  -10.217   -6.460
    3693  -10.255   -6.451
    3694   -9.468   -6.136
    3695  -10.365   -6.723
    3696   -8.802   -7.508
    3697   -9.854   -7.689
    3698   -9.539   -7.466
    3699   -9.813   -7.115
    3700   -9.754   -6.505
    3701   -9.346   -6.716
    3702   -9.765   -6.657
    3703  -10.653   -7.332
    3704  -10.170   -6.409
    3705   -9.017   -7.333
    3706   -9.248   -7.407
    3707  -10.336   -7.106
    3708   -9.727   -6.715
    3709   -9.925   -6.512
    3710   -9.865   -6.948
    3711   -8.999   -7.489
    3712   -8.899   -7.466
    3713   -8.725   -7.332
    3714   -9.392   -7.302
    3715   -9.669   -7.002
    3716   -9.911   -6.585
    3717  -10.256   -6.257
    3718   -8.975   -7.951
    3719   -9.480   -7.622
    3720   -9.249   -8.082
    3721  -10.281   -6.515
    3722   -9.796   -7.456
    3723  -10.205   -6.831
    3724  -10.952   -6.097
    3725  -10.334   -6.591
    3726  -10.364   -6.514
    3727  -10.514   -6.126
    3728  -10.668   -7.047
    3729  -10.270   -5.929
    3730  -11.192   -6.388
    3731  -11.363   -6.196
    3732  -10.467   -6.347
    3733  -11.164   -6.484
    3734  -10.928   -6.506
    3735  -10.963   -7.694
    3736  -10.053   -7.605
    3737  -10.810   -6.662
    3738  -10.007   -7.047
    3739  -10.171   -7.258
    3740  -10.109   -6.935
    3741  -10.418   -6.335
    3742  -10.463   -6.041
    3743  -10.259   -5.986
    3744  -10.964   -6.272
    3745  -10.712   -4.807
    3746  -10.303   -5.496
    3747  -12.660   -5.447
    3748  -11.438   -5.434
    3749  -10.905   -4.513
    3750  -10.595   -5.500
    3751  -11.544   -5.736
    3752  -11.496   -5.456
    3753  -10.728   -5.855
    3754  -10.489   -5.599
    3755  -11.111   -5.590
    3756  -10.086   -5.599
    3757  -10.870   -5.738
    3758  -11.438   -5.417
    3759  -11.329   -4.098
    3760  -12.133   -3.442
    3761  -11.267   -3.775
    3762  -10.992   -3.640
    3763  -11.507   -3.032
    3764  -11.019   -2.936
    3765  -11.141   -2.895
    3766  -11.439   -2.869
    3767  -11.315   -3.074
    3768  -11.407   -3.993
    3769  -11.352   -3.626
    3770  -11.615   -4.562
    3771  -10.665   -4.317
    3772  -10.801   -3.744
    3773  -10.210   -3.999
    3774  -10.197   -3.687
    3775  -10.491   -4.817
    3776   -9.926   -4.678
    3777  -11.076   -5.076
    3778  -10.744   -4.977
    3779  -10.082   -5.385
    3780   -9.872   -4.495
    3781   -9.730   -4.326
    3782  -10.547   -3.840
    3783  -11.420   -4.131
    3784  -10.264   -4.413
    3785   -9.742   -4.463
    3786   -9.987   -4.846
    3787  -10.676   -5.184
    3788   -9.662   -6.318
    3789   -9.639   -4.651
    3790   -9.759   -4.790
    3791  -10.209   -4.759
    3792  -10.699   -3.988
    3793  -10.860   -4.457
    3794   -9.788   -4.312
    3795  -10.293   -4.844
    3796   -9.723   -3.154
    3797  -10.511   -1.412
    3798  -11.123   -2.264
    3799   -9.619   -2.208
    3800  -10.586   -2.914
    3801   -9.227   -2.076
    3802   -9.164   -2.045
    3803   -9.099   -2.738
    3804   -9.046   -2.687
    3805  -10.407   -2.284
    3806  -10.272   -2.518
    3807  -10.779   -3.046
    3808   -9.215   -2.955
    3809  -10.474   -2.331
    3810  -11.671   -3.337
    3811  -11.063   -4.375
    3812  -10.882   -2.961
    3813  -10.894   -3.002
    3814   -9.409   -3.758
    3815  -10.307   -3.583
    3816  -10.355   -3.198
    3817  -10.424   -4.792
    3818  -10.355   -2.619
    3819   -7.798   -2.878
    3820   -9.769   -3.507
    3821  -10.731   -3.799
    3822   -9.489   -4.251
    3823   -9.825   -4.266
    3824   -9.758   -3.446
    3825   -9.150   -3.013
    3826   -9.044   -2.818
    3827   -7.972   -2.667
    3828   -7.749   -1.463
    3829   -8.478   -3.329
    3830   -8.683   -3.024
    3831   -8.541   -2.113
    3832   -8.099   -3.821
    3833   -9.690   -4.089
    3834   -8.794   -3.849
    3835   -9.676   -3.670
    3836   -9.638   -3.490
    3837   -9.172   -4.362
    3838   -8.895   -3.957
    3839   -9.414   -4.486
    3840  -10.066   -3.612
    3841   -9.338   -4.825
    3842   -9.888   -4.022
    3843   -9.082   -3.383
    3844   -9.652   -4.390
    3845   -7.870   -3.615
    3846   -7.402   -3.673
    3847   -7.910   -3.243
    3848   -8.758   -4.338
    3849   -8.078   -3.836
    3850   -7.747   -3.099
    3851   -8.238   -2.774
    3852   -7.986   -3.941
    3853   -8.828   -3.031
    3854   -9.241   -2.376
    3855   -8.024   -1.396
    3856   -8.738   -1.612
    3857   -8.645   -1.614
    3858   -9.512   -3.137
    3859   -8.881   -2.130
    3860   -9.234   -2.530
    3861   -9.078   -1.793
    3862   -9.635   -0.881
    3863  -10.029   -0.985
    3864   -9.858   -1.522
    3865   -9.865   -0.479
    3866   -9.756   -0.423
    3867   -7.668    0.163
    3868   -9.278   -2.250
    3869  -10.107   -2.763
    3870  -11.106   -1.806
    3871  -10.426    0.585
    3872  -10.753   -0.910
    3873  -11.250   -0.828
    3874  -10.789   -0.729
    3875  -10.389   -0.768
    3876  -11.034   -0.265
    3877  -10.937    0.783
    3878  -12.055    0.986
    3879  -11.724    0.394
    3880  -13.830    0.205
    3881  -13.829   -2.588
    3882  -14.231   -2.602
    3883  -13.072   -2.381
    3884  -13.577   -2.543
    3885  -13.438   -3.188
    3886  -12.938   -2.170
    3887  -12.881   -2.406
    3888  -14.348   -3.837
    3889  -14.819   -2.843
    3890  -14.451   -1.668
    3891  -14.197   -2.061
    3892  -13.571   -2.970
    3893  -13.496   -3.428
    3894  -13.708   -2.527
    3895  -13.703   -3.467
    3896  -14.401   -3.637
    3897  -13.541   -2.255
    3898  -12.678   -2.074
    3899  -12.786   -1.369
    3900  -13.522   -1.300
    3901  -13.710   -1.498
    3902  -12.918   -2.259
    3903  -14.278   -2.360
    3904  -13.854   -1.154
    3905  -13.158   -1.938
    3906  -13.359   -1.225
    3907  -13.670   -0.736
    3908  -13.689   -1.252
    3909  -12.847   -0.597
    3910  -12.300   -1.197
    3911  -12.042   -1.446
    3912  -12.894   -0.886
    3913  -14.543   -1.036
    3914  -13.878   -0.395
    3915  -13.867   -2.545
    3916  -14.295   -1.802
    3917  -13.950   -3.282
    3918  -14.038   -1.659
    3919  -13.908   -1.532
    3920  -13.204   -2.501
    3921  -13.668   -1.517
    3922  -13.659   -0.980
    3923  -13.326   -1.125
    3924  -13.483   -1.890
    3925  -13.839   -1.097
    3926  -14.251   -2.346
    3927  -14.896   -2.029
    3928  -14.566   -1.908
    3929  -14.163   -1.845
    3930  -13.405   -1.928
    3931  -13.842   -1.680
    3932  -14.279   -1.289
    3933  -14.662   -1.470
    3934  -14.550   -1.669
    3935  -14.329   -2.145
    3936  -14.276   -2.357
    3937  -13.709   -1.986
    3938  -13.964   -1.270
    3939  -13.513   -0.936
    3940  -14.049   -1.311
    3941  -13.912   -2.456
    3942  -13.741   -0.955
    3943  -14.526   -1.271
    3944  -13.982   -1.247
    3945  -14.244   -1.681
    3946  -13.801   -1.504
    3947  -13.713   -0.911
    3948  -12.630   -0.713
    3949  -12.848   -0.952
    3950  -14.133   -2.246
    3951  -14.258   -1.556
    3952  -13.197   -1.815
    3953  -13.841   -1.464
    3954  -13.160   -2.052
    3955  -13.387   -0.970
    3956  -12.958    0.046
    3957  -13.849   -1.723
    3958  -14.913   -0.990
    3959  -14.592   -0.943
    3960  -14.147   -1.593
    3961  -14.613   -2.037
    3962  -14.607   -2.714
    3963  -13.797   -0.863
    3964  -13.958    0.066
    3965  -14.693   -1.439
    3966  -14.582   -0.532
    3967  -14.617   -1.446
    3968  -13.983   -0.067
    3969  -13.871   -1.170
    3970  -14.576   -0.958
    3971  -13.873   -1.195
    3972  -14.163   -1.589
    3973  -14.398   -2.100
    3974  -15.042   -2.049
    3975  -14.419   -1.179
    3976  -13.838   -1.249
    3977  -14.796   -2.790
    3978  -14.506   -2.142
    3979  -14.412   -2.502
    3980  -14.167   -2.625
    3981  -15.056   -2.302
    3982  -13.479   -2.211
    3983  -13.455   -2.344
    3984  -14.295   -1.412
    3985  -13.646   -1.084
    3986  -13.933   -2.372
    3987  -14.135   -1.247
    3988  -13.538   -1.380
    3989  -13.672   -2.979
    3990  -13.807   -2.642
    3991  -13.683   -1.268
    3992  -13.884   -1.744
    3993  -14.338   -1.665
    3994  -14.356   -1.882
    3995  -13.946   -1.505
    3996  -13.707   -1.220
    3997  -13.673   -1.102
    3998  -14.096   -1.442
    3999  -13.251   -0.756
    4000  -13.976   -2.467
    4001  -14.763   -2.156
    4002  -13.766   -1.591
    4003  -15.486   -0.959
    4004  -14.905   -1.316
    4005  -14.600   -2.002
    4006  -14.259   -2.824
    4007  -13.887   -0.710
    4008  -13.488   -2.238
    4009  -14.144   -2.073
    4010  -14.232   -0.652
    4011  -14.417   -1.006
    4012  -14.435   -1.532
    4013  -13.864   -1.822
    4014  -14.299   -2.577
    4015  -13.712   -2.924
    4016  -14.189   -1.955
    4017  -15.097   -1.003
    4018  -14.952   -1.936
    4019  -13.940   -2.196
    4020  -14.726   -1.944
    4021  -13.723   -1.418
    4022  -13.758   -2.508
    4023  -13.853   -2.054
    4024  -13.676   -2.480
    4025  -14.120   -2.367
    4026  -13.941   -1.696
    4027  -14.448   -2.618
    4028  -13.440   -1.942
    4029  -14.040   -1.110
    4030  -14.218   -1.518
    4031  -14.269   -1.462
    4032  -13.714   -1.774
    4033  -13.397   -2.303
    4034  -12.680   -0.921
    4035  -14.143   -1.309
    4036  -14.073   -0.425
    4037  -14.300   -0.580
    4038  -14.572   -1.105
    4039  -13.609   -1.750
    4040  -13.602   -2.239
    4041  -13.922   -1.624
    4042  -14.148   -1.592
    4043  -14.012   -1.979
    4044  -14.591   -1.655
    4045  -14.039   -3.003
    4046  -13.564   -1.335
    4047  -13.803   -2.799
    4048  -13.052   -1.708
    4049  -13.268   -0.742
    4050  -13.285   -0.597
    4051  -14.342   -0.499
    4052  -13.482   -1.349
    4053  -13.648   -1.212
    4054  -14.191   -1.222
    4055  -14.430   -0.765
    4056  -13.959   -0.095
    4057  -14.505    0.032
    4058  -14.308    0.874
    4059  -15.041    0.288
    4060  -14.934    0.165
    4061  -14.331   -0.505
    4062  -14.941   -0.068
    4063  -14.956   -0.485
    4064  -14.914   -0.592
    4065  -14.656    0.147
    4066  -15.373   -0.413
    4067  -15.374   -0.201
    4068  -14.871   -0.630
    4069  -14.870   -0.981
    4070  -14.620   -0.777
    4071  -14.642    0.137
    4072  -14.667    0.116
    4073  -14.583    0.674
    4074  -15.289   -0.653
    4075  -15.267   -0.765
    4076  -14.995   -1.267
    4077  -15.056   -0.708
    4078  -13.940    0.201
    4079  -13.660    0.057
    4080  -13.811   -1.210
    4081  -14.961   -1.017
    4082  -14.069   -1.475
    4083  -13.591    0.169
    4084  -13.819   -0.228
    4085  -12.328   -0.544
    4086  -13.060   -0.368
    4087  -13.167   -1.268
    4088  -13.644    0.411
    4089  -12.627    0.617
    4090  -13.491   -0.336
    4091  -13.526    0.698
    4092  -13.636   -0.301
    4093  -14.063   -0.174
    4094  -14.205   -1.117
    4095  -13.834   -0.447
    4096  -13.198    0.081
    4097  -13.606   -0.773
    4098  -14.549   -1.718
    4099  -13.985   -0.365
    4100  -13.998   -0.203
    4101  -13.655    0.207
    4102  -14.245    0.327
    4103  -14.499   -0.559
    4104  -14.035   -0.565
    4105  -13.696    0.887
    4106  -14.279   -0.901
    4107  -13.133   -0.479
    4108  -13.271   -0.697
    4109  -13.712   -0.524
    4110  -13.639   -1.032
    4111  -14.207   -0.678
    4112  -13.796    0.345
    4113  -13.332   -0.198
    4114  -14.064   -0.589
    4115  -14.049   -0.065
    4116  -13.551    0.803
    4117  -13.488    1.075
    4118  -13.701   -0.729
    4119  -14.211   -0.288
    4120  -14.597   -0.341
    4121  -15.083   -1.166
    4122  -14.217    0.250
    4123  -14.228   -0.566
    4124  -14.443   -0.421
    4125  -15.413   -1.238
    4126  -14.555    0.135
    4127  -14.139    0.331
    4128  -14.521    0.374
    4129  -14.072    0.717
    4130  -14.113   -0.673
    4131  -14.467   -0.317
    4132  -14.181   -0.740
    4133  -14.341   -1.648
    4134  -14.600   -2.002
    4135  -14.531   -1.594
    4136  -14.997   -1.761
    4137  -14.451   -0.993
    4138  -13.904   -0.705
    4139  -14.065   -0.525
    4140  -14.200    0.659
    4141  -13.218    0.821
    4142  -14.412    0.027
    4143  -14.407   -0.576
    4144  -14.144   -0.543
    4145  -15.023   -0.462
    4146  -15.159   -0.301
    4147  -14.231    0.043
    4148  -14.491   -0.541
    4149  -14.861   -0.036
    4150  -14.443   -0.774
    4151  -14.648   -0.357
    4152  -15.681   -0.373
    4153  -15.440   -0.776
    4154  -15.124    0.222
    4155  -14.923   -0.096
    4156  -14.704   -0.797
    4157  -14.130    0.105
    4158  -14.706    0.296
    4159  -14.808    0.947
    4160  -13.591   -0.114
    4161  -13.483   -1.287
    4162  -14.249   -1.024
    4163  -14.358   -0.885
    4164  -14.105   -1.822
    4165  -15.120   -1.066
    4166  -14.080   -1.393
    4167  -14.714   -1.674
    4168  -13.600    0.577
    4169  -13.995   -0.938
    4170  -14.825   -0.172
    4171  -15.052   -0.405
    4172  -15.423   -1.227
    4173  -14.985   -0.306
    4174  -14.297   -0.572
    4175  -14.892   -0.932
    4176  -14.996   -0.401
    4177  -15.299   -1.702
    4178  -14.739   -0.556
    4179  -14.592    0.249
    4180  -13.669   -0.895
    4181  -14.043   -1.258
    4182  -13.629   -0.131
    4183  -12.321    0.697
    4184  -13.786   -0.284
    4185  -14.646    0.258
    4186  -14.832   -1.033
    4187  -14.415   -0.470
    4188  -14.544   -0.546
    4189  -14.968   -0.648
    4190  -15.117   -0.836
    4191  -15.555   -0.907
    4192  -15.111   -0.482
    4193  -14.745    0.276
    4194  -14.564   -0.277
    4195  -14.343    0.255
    4196  -14.701    0.524
    4197  -14.601    0.146
    4198  -15.075   -0.388
    4199  -15.226   -1.338
    4200  -14.715   -1.571
    4201  -14.065   -1.498
    4202  -14.652   -0.487
    4203  -14.979   -1.383
    4204  -14.558   -0.528
    4205  -14.834   -0.511
    4206  -15.705   -0.305
    4207  -15.648   -0.743
    4208  -15.622   -0.868
    4209  -14.140   -0.301
    4210  -15.436   -0.981
    4211  -15.109   -0.873
    4212  -15.667   -1.445
    4213  -14.536   -1.231
    4214  -15.056   -1.325
    4215  -14.583   -1.400
    4216  -14.414    0.128
    4217  -14.071   -0.142
    4218  -14.330   -0.242
    4219  -14.862   -0.676
    4220  -15.015   -1.330
    4221  -15.018   -2.318
    4222  -14.895   -1.723
    4223  -14.188   -0.969
    4224  -14.328   -1.007
    4225  -14.657   -1.269
    4226  -13.541   -0.617
    4227  -13.555   -0.510
    4228  -13.944   -1.499
    4229  -15.537   -1.844
    4230  -15.169   -1.684
    4231  -15.164   -1.727
    4232  -14.872   -0.426
    4233  -14.799   -1.180
    4234  -14.585   -0.126
    4235  -14.513   -0.971
    4236  -15.541   -0.689
    4237  -14.124   -0.388
    4238  -14.095   -0.770
    4239  -13.730   -0.637
    4240  -13.793   -0.582
    4241  -13.647   -1.034
    4242  -14.103   -0.945
    4243  -14.656   -0.772
    4244  -14.398   -0.537
    4245  -14.097   -0.383
    4246  -13.966   -1.067
    4247  -12.602   -1.577
    4248  -13.951   -1.021
    4249  -13.561    0.210
    4250  -13.375   -0.833
    4251  -13.851   -0.228
    4252  -14.010   -0.860
    4253  -14.109   -0.847
    4254  -14.597   -0.257
    4255  -14.448   -0.410
    4256  -15.274   -1.568
    4257  -13.400   -1.026
    4258  -14.226   -1.482
    4259  -15.077   -1.579
    4260  -14.852   -2.116
    4261  -14.961   -2.044
    4262  -14.817   -2.518
    4263  -15.019   -1.783
    4264  -15.397   -2.903
    4265  -14.677   -2.564
    4266  -14.787   -2.229
    4267  -14.479   -3.062
    4268  -14.350   -1.987
    4269  -13.535   -1.309
    4270  -14.544   -1.626
    4271  -14.401   -1.793
    4272  -13.963   -2.578
    4273  -13.542   -2.235
    4274  -14.001   -2.030
    4275  -14.312   -2.127
    4276  -14.378   -2.029
    4277  -15.194   -2.353
    4278  -13.805   -1.846
    4279  -14.672   -1.489
    4280  -13.976   -1.143
    4281  -13.354   -1.456
    4282  -14.451   -1.514
    4283  -14.917   -1.034
    4284  -14.165   -0.175
    4285  -14.184   -0.756
    4286  -13.709   -0.722
    4287  -14.427   -1.242
    4288  -13.983   -0.914
    4289  -14.116   -1.132
    4290  -13.189   -1.398
    4291  -14.035   -0.855
    4292  -13.583   -1.628
    4293  -12.944   -0.756
    4294  -12.895   -1.209
    4295  -13.199   -0.863
    4296  -13.046   -1.614
    4297  -13.632   -0.701
    4298  -12.218   -0.442
    4299  -12.774   -1.035
    4300  -13.039   -1.454
    4301  -13.795   -1.596
    4302  -13.686   -1.358
    4303  -14.331   -1.054
    4304  -13.783    0.227
    4305  -14.206   -0.182
    4306  -13.777   -0.765
    4307  -13.895    0.016
    4308  -13.676   -0.851
    4309  -13.718   -0.508
    4310  -12.300    0.454
    4311  -11.846    0.578
    4312  -13.576    0.842
    4313  -13.006    0.734
    4314  -13.668   -0.896
    4315  -13.845   -2.023
    4316  -13.616   -1.966
    4317  -13.347   -1.635
    4318  -13.293   -1.318
    4319  -12.670   -1.430
    4320  -13.403   -1.295
    4321  -14.127   -2.496
    4322  -13.668   -2.517
    4323  -14.057   -1.378
    4324  -13.766   -1.560
    4325  -12.571   -3.465
    4326  -14.137   -1.955
    4327  -13.508   -2.013
    4328  -14.460   -2.123
    4329  -13.911   -1.235
    4330  -13.878   -1.309
    4331  -13.565   -1.029
    4332  -13.502   -0.997
    4333  -14.347   -1.635
    4334  -14.661   -0.752
    4335  -14.187   -1.608
    4336  -14.613   -1.751
    4337  -14.570   -1.764
    4338  -13.008   -1.674
    4339  -13.227   -1.115
    4340  -14.630   -2.283
    4341  -13.877   -1.649
    4342  -13.725   -1.696
    4343  -13.525   -0.832
    4344  -13.640   -1.563
    4345  -13.878   -1.469
    4346  -14.302   -1.675
    4347  -14.395   -2.502
    4348  -14.727   -1.566
    4349  -14.187   -1.635
    4350  -14.273   -1.243
    4351  -14.192   -0.855
    4352  -13.163   -0.851
    4353  -14.774   -0.710
    4354  -13.663   -1.540
    4355  -13.481   -0.666
    4356  -13.471    0.013
    4357  -13.246   -0.667
    4358  -14.114   -0.480
    4359  -14.652   -1.758
    4360  -14.061   -2.089
    4361  -13.630   -1.380
    4362  -13.853   -1.431
    4363  -14.559   -1.184
    4364  -13.276   -1.596
    4365  -13.983   -1.108
    4366  -13.009   -0.078
    4367  -12.592   -0.047
    4368  -13.302   -0.406
    4369  -14.221   -0.292
    4370  -13.889   -1.036
    4371  -12.573   -0.740
    4372  -13.528    0.642
    4373  -14.163   -0.108
    4374  -13.733   -0.433
    4375  -13.160   -0.314
    4376  -13.284    0.335
    4377  -13.742   -0.850
    4378  -13.885   -0.929
    4379  -13.164   -1.923
    4380  -13.819   -0.570
    4381  -14.022   -1.581
    4382  -13.548   -0.481
    4383  -14.206   -1.239
    4384  -13.430   -0.099
    4385  -13.473   -0.229
    4386  -14.066   -1.455
    4387  -13.707   -2.060
    4388  -13.045   -1.442
    4389  -14.350   -0.211
    4390  -14.142   -0.609
    4391  -13.674   -0.243
    4392  -13.590   -0.124
    4393  -13.796   -1.141
    4394  -13.420   -1.395
    4395  -14.260   -1.881
    4396  -14.287   -2.600
    4397  -13.210   -1.820
    4398  -14.437   -2.414
    4399  -14.958   -1.059
    4400  -14.345   -1.537
    4401  -13.969   -1.665
    4402  -14.736   -2.550
    4403  -14.614   -1.052
    4404  -14.105   -0.465
    4405  -13.810   -0.982
    4406  -13.599   -2.513
    4407  -13.809   -1.213
    4408  -14.230   -1.077
    4409  -12.632    0.079
    4410  -13.363   -0.349
    4411  -14.468   -0.307
    4412  -14.712   -1.719
    4413  -14.522   -0.219
    4414  -14.405   -0.742
    4415  -14.062   -1.097
    4416  -14.654   -1.406
    4417  -13.995   -0.824
    4418  -13.548   -1.228
    4419  -13.510   -0.154
    4420  -14.004   -1.133
    4421  -14.336   -1.668
    4422  -14.108   -0.428
    4423  -14.222   -0.136
    4424  -14.934   -0.909
    4425  -15.041   -0.888
    4426  -14.477   -0.886
    4427  -14.251   -1.178
    4428  -13.511   -0.911
    4429  -13.876   -1.304
    4430  -13.721   -1.719
    4431  -13.058   -0.066
    4432  -12.829   -1.170
    4433  -13.808   -1.573
    4434  -13.608   -0.890
    4435  -13.560   -1.121
    4436  -13.459   -2.464
    4437  -13.144   -2.393
    4438  -13.116   -1.761
    4439  -13.754   -1.266
    4440  -14.021   -1.276
    4441  -14.509   -1.725
    4442  -14.260   -1.416
    4443  -14.153   -2.036
    4444  -14.254   -1.899
    4445  -14.544   -2.016
    4446  -14.107   -1.742
    4447  -14.414   -2.192
    4448  -12.944   -2.626
    4449  -13.970   -2.442
    4450  -13.931   -2.077
    4451  -14.408   -1.546
    4452  -14.800   -1.705
    4453  -14.543   -1.561
    4454  -14.747   -1.811
    4455  -14.726   -2.045
    4456  -14.670   -2.090
    4457  -14.310   -1.600
    4458  -14.648   -2.448
    4459  -14.369   -1.928
    4460  -14.573   -1.377
    4461  -13.998   -1.931
    4462  -14.138   -1.513
    4463  -13.862   -1.112
    4464  -14.289   -1.006
    4465  -14.350   -2.576
    4466  -13.627   -2.126
    4467  -13.195   -2.466
    4468  -14.374   -1.922
    4469  -13.718   -2.376
    4470  -14.128   -1.189
    4471  -13.870   -0.936
    4472  -14.193   -2.748
    4473  -13.919   -1.500
    4474  -14.211   -0.925
    4475  -13.519   -0.738
    4476  -13.220    0.635
    4477  -14.392   -0.808
    4478  -14.338   -1.139
    4479  -13.512    0.054
    4480  -13.549   -0.855
    4481  -14.106   -0.767
    4482  -13.126   -0.488
    4483  -14.335   -0.849
    4484  -13.303   -0.932
    4485  -14.402   -0.950
    4486  -13.689   -0.327
    4487  -13.682   -0.418
    4488  -13.599    0.616
    4489  -14.045    0.016
    4490  -14.362   -0.692
    4491  -14.210   -0.728
    4492  -14.516   -0.965
    4493  -13.729   -0.451
    4494  -13.551   -0.230
    4495  -14.393   -0.944
    4496  -13.953   -1.522
    4497  -14.693   -1.212
    4498  -14.130   -1.059
    4499  -14.158   -1.706
    4500  -14.085   -0.649
    4501  -14.676   -0.763
    4502  -13.615    0.341
    4503  -13.813   -0.461
    4504  -14.176   -0.661
    4505  -14.156   -0.675
    4506  -14.104   -1.688
    4507  -13.926   -0.614
    4508  -14.378   -1.693
    4509  -14.481   -1.519
    4510  -14.328   -1.564
    4511  -14.428   -0.576
    4512  -13.677   -0.648
    4513  -14.407   -0.338
    4514  -14.392   -1.058
    4515  -14.530   -0.200
    4516  -14.398   -0.940
    4517  -13.768   -0.282
    4518  -13.622   -0.508
    4519  -14.314   -0.605
    4520  -13.147   -1.273
    4521  -13.759   -0.667
    4522  -13.871   -0.726
    4523  -14.721   -1.555
    4524  -14.046   -1.221
    4525  -14.872   -1.194
    4526  -13.844   -0.486
    4527  -14.171   -0.966
    4528  -13.503   -1.316
    4529  -13.743   -1.245
    4530  -14.374   -0.947
    4531  -14.107   -1.580
    4532  -13.980   -1.039
    4533  -14.530   -1.812
    4534  -14.374   -0.679
    4535  -15.585   -0.697
    4536  -14.343   -0.513
    4537  -14.493   -1.623
    4538  -14.917   -0.909
    4539  -14.303   -1.768
    4540  -13.731   -1.883
    4541  -13.292   -2.231
    4542  -14.581   -1.607
    4543  -14.227   -0.498
    4544  -14.971   -0.855
    4545  -14.110   -0.967
    4546  -14.141   -0.419
    4547  -14.518   -1.026
    4548  -14.122   -1.666
    4549  -14.421   -1.135
    4550  -13.758   -0.571
    4551  -14.120   -0.838
    4552  -14.360   -0.553
    4553  -13.563   -0.127
    4554  -13.753   -0.388
    4555  -14.351   -1.195
    4556  -14.558   -1.055
    4557  -14.089   -0.762
    4558  -13.958   -0.829
    4559  -14.100   -1.722
    4560  -14.053    0.469
    4561  -12.857   -0.475
    4562  -13.346   -1.015
    4563  -13.460   -1.081
    4564  -14.573   -0.518
    4565  -14.789   -2.758
    4566  -14.350   -1.458
    4567  -13.891   -1.301
    4568  -14.113   -2.139
    4569  -13.852   -1.635
    4570  -13.378   -1.733
    4571  -13.449   -2.467
    4572  -13.267   -0.952
    4573  -13.637   -1.546
    4574  -13.616   -1.650
    4575  -14.332   -2.273
    4576  -14.286   -1.526
    4577  -14.572   -0.440
    4578  -14.512   -0.753
