#Frame,ADD-icDd
447,26.0407
448,26.2538
449,26.7621
450,27.0233
451,26.8581
452,26.5605
453,27.3151
454,27.3141
455,27.3954
456,27.2811
457,26.7031
458,26.6964
459,26.3861
460,26.4846
461,26.0845
462,26.3681
463,26.5543
464,26.3311
465,27.0764
466,26.6757
467,25.5123
468,26.9912
469,26.6863
470,26.7955
471,26.4202
472,26.6444
473,26.2374
474,26.4909
475,27.0226
476,27.2918
477,26.861
478,26.8217
479,26.7178
480,26.8548
481,26.7717
482,26.2586
483,26.2122
484,26.5289
485,26.8421
486,26.0485
487,26.271
488,26.0219
489,26.7572
490,27.0612
491,26.4608
492,27.1729
493,27.4648
494,26.8838
495,26.9025
496,26.8857
497,27.3013
498,26.594
499,26.4016
500,27.4781
501,27.338
502,26.9527
503,26.480999999999998
504,26.3859
505,26.111
506,25.6188
507,25.2696
508,25.5271
509,25.7844
510,26.7278
511,26.8468
512,26.5612
513,26.3746
514,25.9757
515,26.4156
516,25.7013
517,25.7422
518,26.6343
519,26.255
520,26.3404
521,26.323
522,25.6043
523,25.7811
524,25.7656
525,25.3667
526,25.3925
527,26.2126
528,26.493000000000002
529,27.3662
530,25.695999999999998
531,25.1613
532,25.6764
533,26.2491
534,25.9587
535,26.235
536,26.1438
537,26.9486
538,26.5196
539,25.5801
540,25.8226
541,25.4338
542,26.0714
543,25.5278
544,25.4119
545,24.8854
546,24.9446
547,25.8032
548,25.9646
549,26.0323
550,26.1889
551,27.0497
552,26.6764
553,26.3863
554,25.1214
555,25.0986
556,24.7148
557,25.5883
558,25.1331
559,24.669
560,24.7119
561,24.505
562,24.8915
563,24.8621
564,24.6122
565,24.0587
566,24.6023
567,25.0887
568,24.8071
569,24.2128
570,24.1333
571,24.6059
572,24.2522
573,23.8257
574,24.5645
575,23.8414
576,24.8432
577,23.83
578,24.31
579,23.6848
580,24.0907
581,24.5235
582,24.9917
583,24.8466
584,24.1099
585,23.3661
586,24.2211
587,24.8741
588,24.1355
589,24.524
590,24.3267
591,23.5866
592,23.698
593,23.4807
594,23.3396
595,23.3372
596,23.7638
597,24.29
598,24.2257
599,23.3062
600,22.5642
601,23.1144
602,23.1262
603,23.1713
604,23.148000000000003
605,23.7028
606,23.9663
607,24.4264
608,24.8853
609,25.1811
610,25.3397
611,25.272
612,25.2354
613,24.3145
614,24.4474
615,24.5366
616,25.2736
617,24.7923
618,24.6732
619,24.7042
620,24.7606
621,24.5821
622,24.6596
623,24.3963
624,24.6322
625,24.6697
626,23.9461
627,23.9684
628,24.5522
629,24.516
630,23.9911
631,23.9325
632,24.6355
633,24.0102
634,23.9242
635,24.3278
636,24.5047
637,24.4763
638,23.8292
639,24.1493
640,23.7599
641,24.1732
642,24.2621
643,25.1261
644,23.7665
645,23.5139
646,23.5952
647,23.8379
648,24.1595
649,23.4636
650,24.9371
651,24.7752
652,24.6271
653,24.7881
654,24.4705
655,24.3721
656,24.0935
657,23.8036
658,23.5529
659,23.682
660,23.9269
661,24.2181
662,24.7291
663,24.3467
664,24.865
665,24.3329
666,24.3292
667,25.0095
668,25.8794
669,24.8012
670,24.7986
671,24.5255
672,24.3912
673,24.3516
674,25.3247
675,25.0142
676,24.3563
677,24.3163
678,24.3041
679,24.7231
680,24.3339
681,24.3542
682,24.3297
683,24.0954
684,24.2742
685,24.5212
686,24.7339
687,23.3385
688,24.2202
689,23.9678
690,23.1779
691,23.8445
692,24.2696
693,24.3859
694,24.1892
695,24.8164
696,24.3494
697,23.7629
698,24.4674
699,24.5103
700,24.4263
701,24.4163
702,23.9677
703,24.3369
704,23.9323
705,23.9925
706,23.837
707,23.541
708,23.4008
709,23.3916
710,23.3956
711,23.2753
712,23.4701
713,22.9839
714,22.4717
715,22.8078
716,23.2464
717,23.7295
718,23.6159
719,23.3543
720,23.1321
721,22.9967
722,23.0033
723,23.1622
724,23.6651
725,23.8763
726,23.9803
727,23.4998
728,23.9412
729,24.1589
730,23.7764
731,23.6127
732,23.7941
733,24.0673
734,24.4669
735,25.0519
736,24.3777
737,24.1773
738,24.5239
739,24.099
740,24.5419
741,25.1471
742,24.2346
743,23.9889
744,24.3877
745,24.5102
746,24.8427
747,25.397
748,25.1195
749,24.2892
750,24.7233
751,24.1513
752,24.1956
753,25.1014
754,24.5452
755,24.5528
756,24.435
757,25.2229
758,24.7856
759,25.3184
760,26.0709
761,25.1114
762,25.2817
763,25.339000000000002
764,25.0261
765,24.4986
766,24.9416
767,24.7591
768,25.2992
769,24.8649
770,24.6272
771,23.5893
772,23.8728
773,24.2516
774,24.4201
775,24.6308
776,24.4835
777,25.0723
778,24.5827
779,25.2464
780,24.3088
781,24.9633
782,24.0088
783,24.1198
784,23.7939
785,23.6638
786,24.7647
787,24.8365
788,24.3152
789,24.3027
790,24.1036
791,24.658
792,24.6341
793,24.5699
794,23.6389
795,24.2609
796,23.9179
797,24.0903
798,24.5038
799,24.9594
800,24.1633
801,24.6813
802,24.5752
803,25.5184
804,24.8003
805,24.1862
806,24.1305
807,23.9305
808,24.0482
809,23.8955
810,24.3548
811,24.3488
812,23.4444
813,23.9261
814,24.3851
815,24.4645
816,23.8354
817,23.8106
818,23.7071
819,23.0941
820,23.7928
821,24.099
822,24.0282
823,23.9702
824,23.5382
825,23.608
826,23.9102
827,23.1947
828,23.3409
829,23.4165
830,23.7214
831,23.8437
832,23.8678
833,24.2165
834,24.3054
835,24.4742
836,25.2298
837,24.6042
838,25.2302
839,24.924
840,24.9371
841,24.0612
842,23.5809
843,24.1355
844,24.1096
845,23.6885
846,23.7843
847,23.8982
848,24.1177
849,24.3658
850,24.3196
851,24.0445
852,22.9637
853,23.2389
854,22.9162
855,23.116999999999997
856,23.5443
857,22.9804
858,22.2352
859,22.9159
860,23.4486
861,24.0712
862,23.4202
863,23.8508
864,24.7983
865,23.9632
866,24.288
867,24.144000000000002
868,24.4226
869,23.9898
870,24.3576
871,24.4278
872,23.9602
873,24.1715
874,24.6013
875,24.2851
876,25.0927
877,24.9509
878,24.8636
879,24.375
880,24.840999999999998
881,25.7148
882,24.8542
883,24.9019
884,23.8055
885,24.0673
886,24.3817
887,24.5226
888,24.7573
889,25.3305
890,24.5843
891,24.2828
892,24.0707
893,23.8086
894,23.8145
895,24.1375
896,25.006
897,24.7395
898,24.3138
899,24.079
900,23.9815
901,24.5313
902,24.0167
903,24.1752
904,24.3961
905,24.0906
906,23.8691
907,24.4589
908,24.4417
909,23.6196
910,23.2911
911,24.1957
912,23.5421
913,23.1574
914,23.1998
915,23.1431
916,22.738000000000003
917,23.1627
918,23.3984
919,23.601999999999997
920,24.2597
921,24.359
922,24.2328
923,23.8642
924,23.3704
925,23.8526
926,23.2163
927,23.5058
928,23.6092
929,24.0506
930,23.6578
931,24.3057
932,23.9538
933,24.576
934,23.8568
935,24.0779
936,23.4967
937,23.2624
938,22.8188
939,23.1587
940,23.2661
941,22.8587
942,23.1983
943,23.1535
944,23.8664
945,23.2771
946,22.7963
947,24.2242
948,24.1703
949,24.379
950,23.9679
951,23.0781
952,22.8711
953,23.011
954,22.3594
955,22.7862
956,22.2874
957,23.1478
958,23.7693
959,23.4135
960,22.4939
961,22.9134
962,23.3518
963,22.506999999999998
964,22.5068
965,23.1502
966,23.6585
967,23.2426
968,22.891
969,23.276
970,22.9009
971,22.7045
972,23.0646
973,22.2786
974,22.7354
975,22.4397
976,22.1067
977,22.408
978,22.0549
979,21.783
980,22.0385
981,22.4867
982,22.7397
983,22.2243
984,22.6207
985,22.3271
986,22.3512
987,22.3516
988,22.5078
989,22.8495
990,23.3412
991,23.171
992,22.7759
993,22.8326
994,22.5891
995,22.8136
996,22.6971
997,21.8753
998,22.6288
999,22.1526
1000,22.2989
1001,22.7975
1002,22.6529
1003,22.3976
1004,22.7226
1005,22.0728
1006,22.4837
1007,22.5752
1008,23.058000000000003
1009,22.906
1010,23.5395
1011,23.6129
1012,23.5777
1013,23.9633
1014,24.2918
1015,23.9439
1016,23.9775
1017,23.816
1018,23.2577
1019,23.5153
1020,22.5728
1021,22.8071
1022,21.919
1023,21.8195
1024,22.9656
1025,22.5939
1026,23.1991
1027,23.2283
1028,23.2043
1029,23.434
1030,23.8654
1031,23.1346
1032,23.6801
1033,23.6881
1034,23.9566
1035,24.6312
1036,23.3967
1037,24.2984
1038,24.0293
1039,23.6383
1040,23.6231
1041,24.3192
1042,24.8664
1043,24.3429
1044,23.9369
1045,23.5328
1046,23.2916
1047,23.1522
1048,23.6786
1049,23.9277
1050,23.8931
1051,24.095
1052,23.1705
1053,23.4685
1054,23.7237
1055,23.5374
1056,23.4514
1057,23.5108
1058,23.7968
1059,24.3202
1060,24.6313
1061,24.1773
1062,23.9675
1063,23.8895
1064,23.949
1065,23.6578
1066,23.8685
1067,23.3411
1068,23.4837
1069,23.8357
1070,24.0708
1071,23.8449
1072,23.9122
1073,23.4704
1074,23.7589
1075,23.9669
1076,23.8484
1077,23.4288
1078,23.7263
1079,23.7038
1080,23.4983
1081,23.6194
1082,23.3894
1083,23.3988
1084,24.1891
1085,23.5768
1086,22.9669
1087,24.1249
1088,24.3651
1089,24.1835
1090,23.3174
1091,23.2528
1092,23.825
1093,23.8045
1094,24.8022
1095,24.38
1096,24.6392
1097,24.4114
1098,23.8771
1099,24.0039
1100,23.8693
1101,23.9492
1102,24.857
1103,24.052
1104,23.9476
1105,23.519000000000002
1106,23.2797
1107,23.2229
1108,24.5465
1109,23.895
1110,24.1664
1111,24.0988
1112,24.4249
1113,23.9103
1114,24.2404
1115,24.7606
1116,24.498
1117,24.4235
1118,24.218000000000004
1119,25.6143
1120,24.5548
1121,24.395
1122,24.1383
1123,24.2676
1124,23.8319
1125,23.9758
1126,24.0329
1127,23.7977
1128,24.3983
1129,24.1164
1130,23.635
1131,23.925
1132,24.1906
1133,23.3253
1134,24.8207
1135,24.2131
1136,23.6248
1137,23.7132
1138,23.1916
1139,23.8217
1140,23.9609
1141,23.823
1142,23.2881
1143,23.7145
1144,24.1966
1145,23.9578
1146,24.2723
1147,24.3187
1148,23.9839
1149,24.5011
1150,24.1568
1151,25.1101
1152,23.8304
1153,23.3205
1154,24.2228
1155,24.3429
1156,24.691
1157,24.6017
1158,25.2572
1159,23.9915
1160,24.2131
1161,23.5875
1162,23.9189
1163,23.815
1164,24.8797
1165,24.612
1166,24.7364
1167,24.7997
1168,25.1265
1169,24.9349
1170,24.2917
1171,24.0776
1172,24.0116
1173,24.0204
1174,24.379
1175,24.2865
1176,24.7238
1177,24.2198
1178,24.7205
1179,24.5502
1180,24.2473
1181,24.4284
1182,24.4546
1183,24.3075
1184,24.2471
1185,24.1154
1186,24.8813
1187,25.1895
1188,24.4869
1189,24.349
1190,24.7899
1191,23.688000000000002
1192,24.0777
1193,24.2902
1194,24.3018
1195,24.9304
1196,24.4197
1197,26.0214
1198,25.4544
1199,25.6129
1200,26.0212
1201,25.5448
1202,25.7134
1203,25.3438
1204,25.8734
1205,25.6526
1206,25.8021
1207,25.3837
1208,25.959
1209,25.166999999999998
1210,25.0711
1211,25.1551
1212,25.6705
1213,25.7259
1214,25.609
1215,26.0606
1216,25.3307
1217,24.7632
1218,24.6897
1219,25.1284
1220,25.16
1221,24.9853
1222,25.1066
1223,25.5291
1224,24.6532
1225,25.0489
1226,25.3036
1227,24.9002
1228,24.836
1229,24.8092
1230,24.8338
1231,25.5889
1232,25.2856
1233,25.6148
1234,25.4679
1235,25.8732
1236,26.0346
1237,25.5423
1238,25.2438
1239,25.8406
1240,26.5209
1241,26.2716
1242,26.2929
1243,25.2261
1244,25.4068
1245,25.7778
1246,24.9528
1247,24.8629
1248,25.2542
1249,24.721
1250,25.0757
1251,24.5605
1252,25.3171
1253,25.5858
1254,25.4442
1255,25.8731
1256,25.5408
1257,24.7993
1258,25.3492
1259,25.5037
1260,25.1553
1261,25.0186
1262,24.8214
1263,25.8468
1264,25.1012
1265,25.1943
1266,25.4307
1267,25.6174
1268,24.8062
1269,24.8406
1270,25.0915
1271,25.7103
1272,25.0313
1273,24.6362
1274,25.0263
1275,24.5403
1276,25.1722
1277,25.2442
1278,24.6697
1279,25.3196
1280,25.9861
1281,26.149
1282,26.3908
1283,26.2375
1284,25.514
1285,25.6425
1286,25.0997
1287,25.5139
1288,25.8341
1289,25.7752
1290,25.9129
1291,25.0733
1292,25.6891
1293,25.8918
1294,25.2765
1295,25.5244
1296,25.2773
1297,24.8827
1298,25.7311
1299,25.7922
1300,25.3716
1301,25.7402
1302,25.2919
1303,26.0387
1304,25.8865
1305,26.4109
1306,26.1378
1307,26.0193
1308,26.4462
1309,25.5727
1310,25.6788
1311,25.5586
1312,25.2162
1313,25.6587
1314,25.1804
1315,25.521
1316,25.8781
1317,25.3981
1318,24.8857
1319,25.3614
1320,25.074
1321,25.1108
1322,25.0087
1323,25.1119
1324,25.6306
1325,25.0184
1326,24.7242
1327,24.7483
1328,25.2989
1329,24.6774
1330,24.9724
1331,25.0122
1332,25.3439
1333,25.5081
1334,25.6584
1335,25.3038
1336,25.0214
1337,24.7271
1338,25.1906
1339,24.0514
1340,24.6478
1341,24.7932
1342,25.0274
1343,24.9549
1344,24.1868
1345,23.241999999999997
1346,23.4118
1347,23.3706
1348,22.8817
1349,23.6087
1350,23.6479
1351,23.5439
1352,23.441
1353,23.8994
1354,24.3485
1355,24.1804
1356,23.738000000000003
1357,23.7473
1358,24.6458
1359,25.2219
1360,25.0813
1361,24.5828
1362,25.1366
1363,24.9564
1364,24.7078
1365,24.7162
1366,25.5096
1367,24.5536
1368,24.1011
1369,24.3151
1370,24.4766
1371,24.7535
1372,24.7465
1373,24.6894
1374,23.9423
1375,24.5027
1376,24.4146
1377,24.136999999999997
1378,24.7277
1379,24.112
1380,24.3586
1381,24.315
1382,24.5027
1383,24.4829
1384,23.9148
1385,23.7849
1386,24.4403
1387,24.1799
1388,24.1291
1389,24.0712
1390,24.0262
1391,24.3361
1392,24.6549
1393,24.8383
1394,24.8149
1395,24.6725
1396,24.4647
1397,24.5037
1398,24.4492
1399,24.4995
1400,24.6991
1401,24.64
1402,25.1135
1403,24.6601
1404,24.8878
1405,25.0941
1406,25.2831
1407,25.0345
1408,25.439
1409,24.9275
1410,25.0099
1411,25.4024
1412,25.1566
1413,24.8668
1414,25.0321
1415,25.0354
1416,24.8176
1417,25.7281
1418,24.939
1419,25.87
1420,25.724
1421,26.0919
1422,25.7859
1423,25.5881
1424,24.9913
1425,25.0702
1426,24.9645
1427,24.9397
1428,24.7289
1429,24.8445
1430,25.8085
1431,25.3654
1432,25.3357
1433,25.5281
1434,25.8974
1435,25.5764
1436,24.9962
1437,24.3682
1438,23.848000000000003
1439,24.1579
1440,24.4212
1441,23.8793
1442,24.1107
1443,24.3295
1444,24.2434
1445,24.9436
1446,24.8308
1447,24.7021
1448,25.4811
1449,25.3073
1450,24.862
1451,25.0579
1452,25.5001
1453,25.8018
1454,25.5133
1455,24.6711
1456,25.0037
1457,25.2555
1458,24.655
1459,25.1519
1460,24.8742
1461,25.7606
1462,25.4127
1463,24.7828
1464,24.7132
1465,25.4901
1466,25.2747
1467,24.7146
1468,24.7222
1469,24.7376
1470,23.8476
1471,24.4827
1472,24.723000000000003
1473,25.1869
1474,25.0963
1475,24.6547
1476,24.4898
1477,24.361
1478,24.4367
1479,24.363000000000003
1480,24.6194
1481,25.8394
1482,25.1224
1483,24.7671
1484,24.1124
1485,24.5805
1486,25.486
1487,25.2804
1488,24.0884
1489,24.2672
1490,24.467
1491,24.7774
1492,24.454
1493,24.2472
1494,24.6248
1495,24.553
1496,24.485
1497,25.0082
1498,25.526
1499,24.8479
1500,25.5615
1501,24.5699
1502,24.1682
1503,24.3264
1504,24.5117
1505,24.5434
1506,25.0288
1507,25.1625
1508,25.2862
1509,25.2624
1510,25.7831
1511,24.4368
1512,24.9353
1513,24.3896
1514,24.9367
1515,25.0546
1516,24.6447
1517,25.0806
1518,24.2269
1519,24.5239
1520,24.5938
1521,24.8786
1522,24.2272
1523,24.6485
1524,25.1334
1525,24.8697
1526,24.4119
1527,24.7457
1528,23.991
1529,24.4217
1530,23.7539
1531,23.8978
1532,24.445
1533,24.5845
1534,24.2008
1535,24.7023
1536,24.7528
1537,24.4666
1538,25.2556
1539,25.1101
1540,25.644000000000002
1541,25.7191
1542,25.0085
1543,25.0364
1544,25.1976
1545,24.9367
1546,25.0125
1547,25.2685
1548,25.2054
1549,24.5166
1550,24.7435
1551,24.7223
1552,25.1709
1553,24.8613
1554,24.6944
1555,24.4138
1556,25.0455
1557,25.6996
1558,25.0268
1559,24.5431
1560,24.3271
1561,24.4309
1562,24.6444
1563,24.2008
1564,24.8632
1565,24.5586
1566,25.0455
1567,25.4448
1568,25.4612
1569,25.1918
1570,25.2914
1571,25.316999999999997
1572,25.2245
1573,25.124000000000002
1574,24.9772
1575,25.5518
1576,26.1405
1577,25.7111
1578,25.5637
1579,25.5149
1580,26.0674
1581,25.8383
1582,25.6559
1583,25.4978
1584,25.4692
1585,25.1532
1586,24.4381
1587,24.7675
1588,24.8688
1589,25.1666
1590,24.5647
1591,24.8083
1592,24.5347
1593,25.1315
1594,25.4051
1595,25.55
1596,25.247
1597,23.8527
1598,25.0698
1599,24.1574
1600,24.136
1601,24.5757
1602,24.1624
1603,24.4693
1604,25.4671
1605,25.3117
1606,24.6726
1607,24.884
1608,23.948
1609,24.7937
1610,25.0016
1611,24.2482
1612,24.3016
1613,24.3676
1614,24.4096
1615,24.3567
1616,24.3843
1617,24.8243
1618,24.6307
1619,25.1008
1620,25.3395
1621,24.7158
1622,24.7368
1623,24.4179
1624,24.5513
1625,24.5958
1626,24.9724
1627,25.2492
1628,24.6752
1629,24.5559
1630,24.7109
1631,24.5184
1632,24.0466
1633,24.7211
1634,24.785
1635,25.1878
1636,24.6866
1637,24.5104
1638,24.4311
1639,24.7117
1640,24.8624
1641,25.2279
1642,24.6036
1643,24.5437
1644,24.6928
1645,24.8234
1646,24.3922
1647,24.8224
1648,25.0339
1649,25.3149
1650,25.7882
1651,24.6988
1652,24.8607
1653,24.7358
1654,24.8751
1655,24.8124
1656,24.8417
1657,25.351
1658,25.4664
1659,25.7746
1660,25.2118
1661,24.8917
1662,24.8143
1663,24.7969
1664,25.2728
1665,24.7493
1666,24.3596
1667,24.8116
1668,24.979
1669,25.2126
1670,25.5314
1671,24.9571
1672,25.1805
1673,24.6863
1674,24.8641
1675,25.1265
1676,24.8783
1677,24.7922
1678,24.7734
1679,24.892
1680,24.8293
1681,24.5951
1682,24.1913
1683,24.7954
1684,25.2956
1685,24.826
1686,24.4319
1687,24.1974
1688,24.3857
1689,24.3543
1690,25.1185
1691,25.0075
1692,24.8829
1693,25.4604
1694,24.9954
1695,24.3161
1696,24.1761
1697,24.6812
1698,24.2446
1699,24.5582
1700,24.12
1701,24.4906
1702,24.5767
1703,24.5146
1704,23.8303
1705,24.1609
1706,24.3681
1707,24.2975
1708,23.6909
1709,24.4205
1710,23.5582
1711,23.4561
1712,23.3614
1713,23.5533
1714,23.365
1715,24.0008
1716,23.9119
1717,23.3267
1718,23.7269
1719,23.3499
1720,23.6369
1721,23.3388
1722,23.0597
1723,23.0969
1724,23.3235
1725,23.1196
1726,24.194000000000003
1727,23.5232
1728,23.9609
1729,23.1188
1730,23.0274
1731,23.5831
1732,23.4649
1733,23.8518
1734,23.9239
1735,23.4081
1736,23.4313
1737,23.7617
1738,23.8473
1739,23.6125
1740,23.8437
1741,23.4762
1742,24.1254
1743,23.8794
1744,23.9341
1745,24.1937
1746,25.0323
1747,25.4166
1748,25.7359
1749,26.0884
1750,25.8184
1751,25.2358
1752,24.8097
1753,25.0938
1754,24.7771
1755,24.3847
1756,24.3767
1757,24.3462
1758,23.826999999999998
1759,24.7525
1760,24.309
1761,24.3014
1762,23.4524
1763,24.1897
1764,23.6684
1765,23.9365
1766,24.3017
1767,23.8664
1768,23.8667
1769,23.775
1770,23.6964
1771,23.474
1772,24.0968
1773,24.7049
1774,24.684
1775,25.0204
1776,24.8219
1777,23.4799
1778,24.1427
1779,24.7318
1780,24.2217
1781,23.9722
1782,24.750999999999998
1783,24.7929
1784,25.2401
1785,24.9719
1786,24.3726
1787,24.0239
1788,24.1696
1789,24.604
1790,24.6216
1791,24.6703
1792,24.4608
1793,24.3669
1794,24.4038
1795,24.0233
1796,25.3605
1797,25.0397
1798,24.2031
1799,24.5902
1800,24.2853
1801,24.2959
1802,24.6683
1803,24.444000000000003
1804,23.886999999999997
1805,24.6774
1806,24.0561
1807,24.2318
1808,24.8097
1809,24.2358
1810,23.8555
1811,24.1939
1812,24.3203
1813,24.6802
1814,23.8535
1815,24.7834
1816,23.9052
1817,24.4413
1818,24.2333
1819,24.1655
1820,24.3447
1821,24.3536
1822,24.0339
1823,24.2472
1824,24.0035
1825,23.5327
1826,23.5565
1827,23.4433
1828,23.8801
1829,23.4956
1830,23.2461
1831,23.7949
1832,23.0076
1833,23.676
1834,24.4696
1835,23.9422
1836,23.8114
1837,23.7641
1838,25.1164
1839,24.9368
1840,24.6703
1841,23.8817
1842,25.1296
1843,24.4071
1844,24.7213
1845,24.715999999999998
1846,24.5299
1847,24.2843
1848,24.6587
1849,24.07
1850,25.241
1851,24.4749
1852,25.3365
1853,25.2506
1854,25.017
1855,25.016
1856,24.34
1857,24.6114
1858,25.4778
1859,25.1973
1860,25.7877
1861,25.2655
1862,25.1582
1863,25.3563
1864,25.397
1865,24.8591
1866,24.7799
1867,24.7764
1868,24.6487
1869,24.2847
1870,23.8776
1871,24.7718
1872,24.1479
1873,23.6051
1874,23.8295
1875,23.6402
1876,23.6515
