#Frame	ca
11606	6
11607	9
11608	7
11609	5
11610	6
11611	5
11612	5
11613	6
11614	7
11615	6
11616	7
11617	6
11618	4
11619	6
11620	7
11621	5
11622	5
11623	7
11624	8
11625	6
11626	6
11627	7
11628	7
11629	7
11630	6
11631	8
11632	6
11633	7
11634	6
11635	7
11636	7
11637	6
11638	6
11639	6
11640	7
11641	7
11642	8
11643	6
11644	6
11645	6
11646	7
11647	6
11648	8
11649	7
11650	6
11651	6
11652	6
11653	7
11654	7
11655	6
11656	7
11657	7
11658	5
11659	8
11660	5
11661	8
11662	7
11663	8
11664	6
11665	7
11666	6
11667	5
11668	7
11669	8
11670	7
11671	7
11672	6
11673	6
11674	8
11675	5
11676	8
11677	8
11678	8
11679	7
11680	7
11681	6
11682	7
11683	8
11684	6
11685	8
11686	8
11687	7
11688	7
11689	6
11690	7
11691	7
11692	6
11693	6
11694	6
11695	7
11696	5
11697	5
11698	6
11699	6
11700	7
11701	8
11702	6
11703	4
11704	6
11705	7
11706	7
11707	6
11708	8
11709	7
11710	8
11711	7
11712	8
11713	6
11714	8
11715	5
11716	7
11717	6
11718	8
11719	7
11720	7
11721	6
11722	6
11723	5
11724	8
11725	5
11726	7
11727	7
11728	8
11729	7
11730	6
11731	8
11732	5
11733	6
11734	5
11735	7
11736	7
11737	6
11738	8
11739	7
11740	5
11741	6
11742	7
11743	7
11744	6
11745	7
11746	6
11747	6
11748	7
11749	7
11750	8
11751	7
11752	8
11753	8
11754	8
11755	6
11756	6
11757	7
11758	7
11759	6
11760	6
11761	6
11762	6
11763	5
11764	5
11765	5
11766	6
11767	6
11768	5
11769	6
11770	5
11771	4
11772	6
11773	7
11774	6
11775	4
11776	7
11777	5
11778	8
11779	8
11780	8
11781	9
11782	8
11783	7
11784	7
11785	7
11786	8
11787	7
11788	7
11789	6
11790	7
11791	7
11792	7
11793	6
11794	7
11795	8
11796	8
11797	8
11798	8
11799	6
11800	7
11801	8
11802	7
11803	7
11804	8
11805	7
11806	8
11807	7
11808	8
11809	5
11810	5
11811	8
11812	7
11813	6
11814	8
11815	6
11816	8
11817	8
11818	7
11819	8
11820	8
11821	7
11822	7
11823	7
11824	6
11825	8
11826	8
11827	7
11828	5
11829	6
11830	7
11831	7
11832	7
11833	7
11834	6
11835	6
11836	8
11837	7
11838	7
11839	7
11840	7
11841	6
11842	7
11843	6
11844	8
11845	7
11846	7
11847	7
11848	7
11849	8
11850	8
11851	7
11852	9
11853	7
11854	7
11855	8
11856	9
11857	8
11858	8
11859	8
11860	7
11861	6
11862	7
11863	8
11864	7
11865	7
11866	6
11867	7
11868	10
11869	7
11870	8
11871	7
11872	6
11873	7
11874	8
11875	5
11876	7
11877	8
11878	6
11879	6
11880	7
11881	8
11882	5
11883	6
11884	7
11885	6
11886	7
11887	7
11888	7
11889	7
11890	7
11891	9
11892	6
11893	9
11894	5
11895	6
11896	7
11897	8
11898	7
11899	6
11900	8
11901	8
11902	6
11903	8
11904	7
11905	8
11906	6
11907	6
11908	5
11909	6
11910	6
11911	8
11912	9
11913	7
11914	6
11915	6
11916	7
11917	7
11918	7
11919	7
11920	7
11921	9
11922	7
11923	5
11924	7
11925	8
11926	7
11927	7
11928	7
11929	5
11930	9
11931	9
11932	5
11933	7
11934	6
11935	8
11936	8
11937	8
11938	8
11939	8
11940	5
11941	9
11942	8
11943	7
11944	8
11945	7
11946	8
11947	7
11948	7
11949	7
11950	7
11951	6
11952	7
11953	8
11954	8
11955	7
11956	7
11957	7
11958	6
11959	8
11960	7
11961	6
11962	7
11963	8
11964	6
11965	7
11966	7
11967	8
11968	7
11969	6
11970	7
11971	8
11972	7
11973	7
11974	6
11975	7
11976	7
11977	7
11978	8
11979	5
11980	7
11981	8
11982	7
11983	7
11984	7
11985	7
11986	6
11987	7
11988	7
11989	7
11990	7
11991	9
11992	5
11993	6
11994	7
11995	8
11996	6
11997	8
11998	5
11999	8
12000	6
12001	7
12002	6
12003	7
12004	7
12005	7
12006	5
12007	7
12008	6
12009	6
12010	7
12011	7
12012	9
12013	7
12014	6
12015	9
12016	5
12017	9
12018	6
12019	7
12020	8
12021	8
12022	8
12023	10
12024	6
12025	9
12026	9
12027	8
12028	6
12029	9
12030	7
12031	6
12032	6
12033	7
12034	6
12035	5
12036	8
12037	8
12038	6
12039	9
12040	7
12041	6
12042	7
12043	8
12044	7
12045	8
12046	8
12047	8
12048	8
12049	8
12050	8
12051	6
12052	6
12053	7
12054	7
12055	7
12056	7
12057	9
12058	7
12059	6
12060	8
12061	7
12062	6
12063	7
12064	7
12065	9
12066	7
12067	7
12068	8
12069	7
12070	6
12071	7
12072	4
12073	8
12074	8
12075	7
12076	5
12077	7
12078	8
12079	7
12080	9
12081	8
12082	8
12083	8
12084	8
12085	7
12086	7
12087	6
12088	7
12089	8
12090	7
12091	8
12092	5
12093	7
12094	8
12095	7
12096	8
12097	8
12098	6
12099	5
12100	9
12101	7
12102	7
12103	5
12104	8
12105	7
12106	9
12107	7
12108	7
12109	6
12110	8
12111	6
12112	8
12113	6
12114	7
12115	8
12116	6
12117	8
12118	7
12119	7
12120	8
12121	7
12122	8
12123	4
12124	7
12125	7
12126	6
12127	7
12128	6
12129	9
12130	6
12131	6
12132	7
12133	6
12134	8
12135	9
12136	9
12137	8
12138	5
12139	8
12140	6
12141	7
12142	8
12143	7
12144	8
12145	7
12146	7
12147	7
12148	6
12149	7
12150	8
12151	7
12152	8
12153	6
12154	8
12155	9
12156	7
12157	6
12158	6
12159	6
12160	8
12161	8
12162	7
12163	8
12164	7
12165	9
12166	7
12167	8
12168	8
12169	7
12170	7
12171	8
12172	9
12173	6
12174	8
12175	4
12176	7
12177	7
12178	6
12179	6
12180	8
12181	7
12182	8
12183	6
12184	5
12185	6
12186	6
12187	7
12188	5
12189	8
12190	6
12191	8
12192	9
12193	7
12194	6
12195	6
12196	8
12197	7
12198	7
12199	7
12200	7
12201	7
12202	7
12203	8
12204	7
12205	8
12206	5
12207	6
12208	8
12209	7
12210	7
12211	9
12212	7
12213	7
12214	9
12215	5
12216	7
12217	6
12218	6
12219	6
12220	5
12221	7
12222	6
12223	7
12224	6
12225	5
12226	7
12227	6
12228	9
12229	5
12230	7
12231	5
12232	5
12233	7
12234	6
12235	6
12236	6
12237	6
12238	5
12239	5
12240	6
12241	7
12242	6
12243	6
12244	5
12245	6
12246	5
12247	7
12248	6
12249	5
12250	6
12251	6
12252	6
12253	7
12254	8
12255	5
12256	7
12257	6
12258	6
12259	6
12260	7
12261	7
12262	7
12263	7
12264	7
12265	8
12266	6
12267	6
12268	6
12269	6
12270	7
12271	6
12272	7
12273	8
12274	5
12275	7
12276	6
12277	7
12278	4
12279	6
12280	7
12281	6
12282	8
12283	6
12284	7
12285	6
12286	8
12287	6
12288	8
12289	8
12290	6
12291	7
12292	8
12293	7
12294	8
12295	5
12296	8
12297	7
12298	7
12299	8
12300	5
12301	6
12302	9
12303	7
12304	7
12305	9
12306	7
12307	7
12308	6
12309	7
12310	5
12311	7
12312	8
12313	7
12314	6
12315	7
12316	7
12317	6
12318	8
12319	8
12320	7
12321	7
12322	6
12323	8
12324	7
12325	6
12326	8
12327	8
12328	6
12329	6
12330	8
12331	4
12332	8
12333	7
12334	7
12335	8
12336	8
12337	8
12338	7
12339	8
12340	6
12341	8
12342	6
12343	7
12344	6
12345	7
12346	7
12347	6
12348	7
12349	6
12350	7
12351	6
12352	5
12353	6
12354	7
12355	5
12356	6
12357	8
12358	8
12359	7
12360	7
12361	7
12362	5
12363	8
12364	8
12365	6
12366	7
12367	6
12368	6
12369	9
12370	8
12371	9
12372	7
12373	7
12374	7
12375	8
12376	7
12377	8
12378	6
12379	6
12380	7
12381	8
12382	8
12383	7
12384	6
12385	8
12386	8
12387	8
12388	7
12389	9
12390	8
12391	7
12392	8
12393	6
12394	6
12395	8
12396	8
12397	7
12398	5
12399	8
12400	7
12401	4
12402	7
12403	7
12404	7
12405	8
12406	7
12407	6
12408	7
12409	6
12410	7
12411	9
12412	7
12413	8
12414	7
12415	8
12416	8
12417	8
12418	6
12419	6
12420	7
12421	6
12422	7
12423	7
12424	7
12425	7
12426	8
12427	7
12428	8
12429	8
12430	6
12431	10
12432	8
12433	8
12434	7
12435	8
12436	7
12437	6
12438	8
12439	8
12440	8
12441	8
12442	8
12443	6
12444	9
12445	6
12446	7
12447	8
12448	7
12449	7
12450	8
12451	8
12452	8
12453	6
12454	10
12455	7
12456	8
12457	9
12458	9
12459	8
12460	6
12461	8
12462	7
12463	8
12464	5
12465	9
12466	8
12467	6
12468	8
12469	9
12470	9
12471	7
12472	8
12473	7
12474	7
12475	8
12476	8
12477	6
12478	5
12479	8
12480	8
12481	6
12482	8
12483	8
12484	8
12485	5
12486	8
12487	7
12488	6
12489	7
12490	7
12491	8
12492	8
12493	6
12494	6
12495	7
12496	6
12497	9
12498	6
12499	6
12500	7
12501	7
12502	6
12503	7
12504	6
12505	8
12506	7
12507	6
12508	8
12509	9
12510	5
12511	9
12512	7
12513	7
12514	5
12515	7
12516	6
12517	7
12518	8
12519	8
12520	6
12521	7
12522	5
12523	7
12524	8
12525	7
12526	8
12527	9
12528	7
12529	6
12530	8
12531	8
12532	6
12533	7
12534	8
12535	8
12536	6
12537	8
12538	7
12539	7
12540	7
12541	7
12542	7
12543	9
12544	8
12545	6
12546	5
12547	7
12548	8
12549	7
12550	7
12551	7
12552	7
12553	8
12554	5
12555	5
12556	8
12557	7
12558	6
12559	6
12560	8
12561	7
12562	8
12563	7
12564	7
12565	6
12566	7
12567	7
12568	7
12569	7
12570	6
12571	7
12572	8
12573	7
12574	7
12575	7
12576	7
12577	7
12578	8
12579	9
12580	8
12581	5
12582	8
12583	6
12584	8
12585	7
12586	8
12587	4
12588	8
12589	8
12590	8
12591	6
12592	8
12593	7
12594	8
12595	8
12596	8
12597	8
12598	7
12599	7
12600	8
12601	7
12602	9
12603	8
12604	7
12605	6
12606	6
12607	8
12608	5
12609	7
12610	10
12611	7
12612	7
12613	7
12614	8
12615	7
12616	7
12617	9
12618	7
12619	8
12620	6
12621	6
12622	7
12623	7
12624	8
12625	9
12626	6
12627	6
12628	8
12629	7
12630	7
12631	6
12632	8
12633	7
12634	7
12635	8
12636	8
12637	7
12638	9
12639	8
12640	9
12641	4
12642	7
12643	6
12644	8
12645	6
12646	6
12647	8
12648	7
12649	7
12650	6
12651	9
12652	7
12653	8
12654	7
12655	6
12656	7
12657	6
12658	6
12659	5
12660	7
12661	6
12662	6
12663	8
12664	8
12665	7
12666	6
12667	5
12668	7
12669	6
12670	7
12671	8
12672	6
12673	7
12674	8
12675	7
12676	8
12677	6
12678	7
12679	8
12680	7
12681	7
12682	8
12683	7
12684	8
12685	8
12686	6
12687	8
12688	6
12689	6
12690	6
12691	7
12692	6
12693	7
12694	6
12695	8
12696	7
12697	6
12698	8
12699	7
12700	8
12701	8
12702	6
12703	6
12704	7
12705	7
12706	7
12707	7
12708	6
12709	7
12710	10
12711	6
12712	7
12713	8
12714	6
12715	7
12716	7
12717	9
12718	7
12719	8
12720	7
12721	6
12722	8
12723	7
12724	8
12725	8
12726	8
12727	6
12728	7
12729	6
12730	6
12731	6
12732	6
12733	7
12734	6
12735	7
12736	8
12737	6
12738	7
12739	7
12740	7
12741	8
12742	7
12743	7
12744	7
12745	5
12746	5
12747	5
12748	6
12749	8
12750	7
12751	7
12752	6
12753	7
12754	6
12755	6
12756	8
12757	7
12758	7
12759	7
12760	8
12761	7
12762	8
12763	5
12764	8
12765	7
12766	7
12767	8
12768	6
12769	9
12770	8
12771	6
12772	6
12773	5
12774	7
12775	6
12776	6
12777	7
12778	6
12779	7
12780	8
12781	7
12782	7
12783	8
12784	8
12785	7
12786	6
12787	7
12788	7
12789	7
12790	8
12791	6
12792	7
12793	6
12794	8
12795	7
12796	5
12797	8
12798	7
12799	7
12800	8
12801	7
12802	7
12803	8
12804	7
12805	7
12806	8
12807	8
12808	8
12809	9
12810	6
12811	8
12812	9
12813	8
12814	8
12815	7
12816	6
12817	6
12818	8
12819	7
12820	6
12821	7
12822	7
12823	6
12824	6
12825	7
12826	8
12827	8
12828	7
12829	7
12830	8
12831	6
12832	8
12833	8
12834	5
12835	8
12836	7
12837	7
12838	9
12839	7
12840	7
12841	6
12842	8
12843	8
12844	8
12845	7
12846	6
12847	8
12848	8
12849	7
12850	9
12851	7
12852	7
12853	8
12854	7
12855	6
12856	5
12857	6
12858	6
12859	8
12860	8
12861	8
12862	8
12863	8
12864	8
12865	7
12866	8
12867	7
12868	9
12869	8
12870	6
12871	8
12872	5
12873	7
12874	7
12875	7
12876	7
12877	6
12878	7
12879	8
12880	6
12881	8
12882	10
12883	9
12884	7
12885	7
12886	8
12887	7
12888	7
12889	9
12890	6
12891	7
12892	7
12893	6
12894	7
12895	7
12896	8
12897	7
12898	6
12899	6
12900	5
12901	7
12902	7
12903	8
12904	6
12905	6
12906	7
12907	7
12908	7
12909	6
12910	7
12911	6
12912	7
12913	6
12914	6
12915	8
12916	7
12917	6
12918	7
12919	7
12920	7
12921	5
12922	7
12923	6
12924	6
12925	7
12926	6
12927	4
12928	5
12929	7
12930	6
12931	9
12932	6
12933	6
12934	6
12935	5
12936	5
12937	4
12938	7
12939	7
12940	6
12941	7
12942	8
12943	6
12944	5
12945	7
12946	7
12947	6
12948	6
12949	5
12950	7
12951	6
12952	8
12953	5
12954	6
12955	5
12956	6
12957	6
12958	5
12959	5
12960	5
12961	4
12962	6
12963	6
12964	7
12965	7
12966	5
12967	5
12968	3
12969	8
12970	6
12971	6
12972	7
12973	5
12974	5
12975	6
12976	6
12977	6
12978	6
12979	6
12980	7
12981	7
12982	7
12983	5
12984	6
12985	6
12986	7
12987	6
12988	6
12989	5
12990	6
12991	5
12992	9
12993	6
12994	7
12995	8
12996	7
12997	5
12998	6
12999	6
13000	6
13001	6
13002	7
13003	8
13004	6
13005	6
13006	6
13007	7
13008	5
13009	8
13010	7
13011	6
13012	6
13013	5
13014	6
13015	7
13016	6
13017	4
13018	6
13019	5
13020	6
13021	7
13022	6
13023	6
13024	7
13025	6
13026	6
13027	6
13028	7
13029	6
13030	7
13031	7
13032	7
13033	7
13034	7
13035	7
13036	6
13037	5
13038	8
13039	6
13040	6
13041	6
13042	6
13043	7
13044	8
13045	7
13046	6
13047	7
13048	6
13049	6
13050	7
13051	7
13052	6
13053	7
13054	8
13055	7
13056	7
13057	7
13058	6
13059	7
13060	4
13061	6
13062	7
13063	6
13064	6
13065	5
13066	7
13067	8
13068	7
13069	7
13070	6
13071	7
13072	7
13073	7
13074	7
13075	7
13076	7
13077	7
13078	6
13079	6
13080	7
13081	7
13082	6
13083	7
13084	6
13085	6
13086	8
13087	6
13088	7
13089	7
13090	7
13091	6
13092	5
13093	6
13094	7
13095	7
13096	7
13097	6
13098	6
13099	6
13100	7
13101	6
13102	6
13103	9
13104	9
13105	7
13106	5
13107	7
13108	6
13109	5
13110	7
13111	5
13112	6
13113	6
13114	6
13115	5
13116	6
13117	7
13118	7
13119	7
13120	6
13121	7
13122	8
13123	6
13124	5
13125	9
13126	9
13127	7
13128	6
13129	7
13130	6
13131	7
13132	6
13133	6
13134	7
13135	6
13136	5
13137	7
13138	7
13139	7
13140	7
13141	7
13142	7
13143	7
13144	6
13145	6
13146	6
13147	8
13148	6
13149	7
13150	8
13151	5
13152	7
13153	5
13154	6
13155	7
13156	6
13157	6
13158	6
13159	7
13160	7
13161	6
13162	6
13163	7
13164	5
13165	5
13166	5
13167	7
13168	7
13169	7
13170	6
13171	6
13172	6
13173	6
13174	6
13175	6
13176	10
13177	5
13178	6
13179	9
13180	7
13181	5
13182	7
13183	6
13184	7
13185	8
13186	5
13187	8
13188	6
13189	4
13190	6
13191	7
13192	6
13193	5
13194	7
13195	7
13196	8
13197	6
13198	6
13199	6
13200	7
13201	8
13202	6
13203	6
13204	6
13205	6
13206	5
13207	7
13208	7
13209	6
13210	6
13211	8
13212	5
13213	7
13214	6
13215	7
13216	8
13217	6
13218	7
13219	7
13220	7
13221	8
13222	6
13223	7
13224	7
13225	7
13226	7
13227	7
13228	6
13229	8
13230	5
13231	7
13232	6
13233	6
13234	5
13235	8
13236	8
13237	8
13238	7
13239	5
13240	6
13241	6
13242	7
13243	6
13244	5
13245	5
13246	9
13247	7
13248	6
13249	6
13250	5
13251	7
13252	6
13253	7
13254	5
13255	7
13256	6
13257	6
13258	6
13259	8
13260	9
13261	8
13262	5
13263	6
13264	6
13265	6
13266	5
13267	6
13268	7
13269	5
13270	6
13271	7
13272	8
13273	7
13274	6
13275	7
13276	7
13277	6
13278	6
13279	7
13280	7
13281	6
13282	5
13283	7
13284	7
13285	7
13286	6
13287	5
13288	7
13289	7
13290	6
13291	6
13292	5
13293	5
13294	8
13295	5
13296	7
13297	6
13298	7
13299	7
13300	5
13301	7
13302	7
13303	8
13304	6
13305	7
13306	7
13307	7
13308	7
13309	6
13310	6
13311	5
13312	6
13313	6
13314	6
13315	6
13316	7
13317	6
13318	6
13319	7
13320	8
13321	7
13322	7
13323	5
13324	7
13325	6
13326	7
13327	6
13328	6
13329	6
13330	7
13331	7
13332	6
13333	6
13334	7
13335	8
13336	6
13337	5
13338	5
13339	8
13340	6
13341	6
13342	6
13343	6
13344	6
13345	6
13346	9
13347	8
13348	7
13349	6
13350	7
13351	5
13352	8
13353	8
13354	4
13355	7
13356	8
13357	7
13358	7
13359	7
13360	7
13361	6
13362	6
13363	7
13364	6
13365	8
13366	6
13367	6
13368	5
13369	7
13370	8
13371	8
13372	7
13373	5
13374	6
13375	7
13376	8
13377	7
13378	7
13379	6
13380	8
13381	4
13382	6
13383	7
13384	6
13385	7
13386	6
13387	5
13388	6
13389	8
13390	7
13391	7
13392	5
13393	5
13394	7
13395	5
13396	8
13397	6
13398	7
13399	6
13400	6
13401	7
13402	6
13403	7
13404	5
13405	7
13406	7
13407	6
13408	7
13409	7
13410	7
13411	7
13412	8
13413	5
13414	5
13415	6
13416	9
13417	6
13418	8
13419	7
13420	6
13421	5
13422	7
13423	6
13424	6
13425	7
13426	6
13427	6
13428	7
13429	5
13430	5
13431	9
13432	8
13433	8
13434	6
13435	6
13436	5
13437	6
13438	7
13439	7
13440	7
13441	7
13442	7
13443	7
13444	7
13445	6
13446	6
13447	6
13448	8
13449	7
13450	5
13451	6
13452	7
13453	5
13454	6
13455	6
13456	6
13457	6
13458	6
13459	7
13460	8
13461	7
13462	6
13463	7
13464	5
13465	7
13466	6
13467	7
13468	7
13469	6
13470	7
13471	7
13472	8
13473	7
13474	8
13475	7
13476	8
13477	6
13478	6
13479	7
13480	8
13481	6
13482	7
13483	6
13484	6
13485	8
13486	5
13487	7
13488	6
13489	7
13490	5
13491	6
13492	7
13493	7
13494	6
13495	5
13496	5
13497	6
13498	7
13499	7
13500	6
13501	6
13502	6
13503	5
13504	8
13505	5
13506	6
13507	7
13508	7
13509	7
13510	7
13511	8
13512	5
13513	7
13514	7
13515	5
13516	6
13517	8
13518	7
13519	6
13520	5
13521	6
13522	7
13523	7
13524	7
13525	7
13526	8
13527	6
13528	7
13529	8
13530	7
13531	6
13532	7
13533	5
13534	6
13535	8
13536	6
13537	8
13538	6
13539	5
13540	6
13541	7
13542	7
13543	7
13544	7
13545	7
13546	8
13547	5
13548	5
13549	5
13550	8
13551	8
13552	7
13553	8
13554	7
13555	8
13556	8
13557	7
13558	8
13559	8
13560	8
13561	8
13562	6
13563	6
13564	7
13565	7
13566	7
13567	6
13568	7
13569	7
13570	7
13571	6
13572	6
13573	6
13574	7
13575	7
13576	6
13577	7
13578	6
13579	8
13580	7
13581	6
13582	8
13583	6
13584	5
13585	6
13586	7
13587	6
13588	7
13589	7
13590	7
13591	8
13592	6
13593	7
13594	7
13595	6
13596	6
13597	5
13598	4
13599	8
13600	7
13601	7
13602	6
13603	6
13604	5
13605	7
13606	7
13607	6
13608	5
13609	6
13610	6
13611	6
13612	5
13613	7
13614	5
13615	6
13616	6
13617	5
13618	6
13619	7
13620	6
13621	7
13622	7
13623	6
13624	5
13625	7
13626	7
13627	5
13628	7
13629	6
13630	7
13631	8
13632	6
13633	7
13634	7
13635	7
13636	7
13637	8
13638	8
13639	7
13640	7
13641	5
13642	6
13643	7
13644	6
13645	7
13646	7
13647	6
13648	6
13649	7
13650	6
13651	6
13652	7
13653	7
13654	7
13655	6
13656	7
13657	6
13658	6
13659	6
13660	6
13661	6
13662	6
13663	6
13664	6
13665	7
13666	8
13667	6
13668	6
13669	7
13670	7
13671	8
13672	7
13673	7
13674	7
13675	6
13676	7
13677	8
13678	6
13679	6
13680	5
13681	5
13682	6
13683	6
13684	6
13685	8
13686	4
13687	8
13688	7
13689	7
13690	8
13691	7
13692	8
13693	7
13694	8
13695	7
13696	7
13697	6
13698	6
13699	8
13700	8
13701	5
13702	7
13703	7
13704	6
13705	3
13706	7
13707	7
13708	6
13709	6
13710	6
13711	6
13712	7
13713	5
13714	5
13715	6
13716	5
13717	5
13718	6
13719	7
13720	5
13721	7
13722	7
13723	6
13724	5
13725	5
13726	7
13727	6
13728	6
13729	5
13730	7
13731	6
13732	6
13733	7
13734	7
13735	6
13736	6
13737	6
13738	6
13739	7
13740	8
13741	6
13742	6
13743	6
13744	8
13745	7
13746	8
13747	6
13748	7
13749	6
13750	7
13751	5
13752	6
13753	8
13754	7
13755	9
13756	7
13757	8
13758	5
13759	4
13760	7
13761	7
13762	7
13763	7
13764	5
13765	6
13766	7
13767	7
13768	8
13769	7
13770	5
13771	7
13772	7
13773	7
13774	7
13775	6
13776	7
13777	6
13778	5
13779	7
13780	7
13781	6
13782	7
13783	6
13784	6
13785	6
13786	7
13787	8
13788	7
13789	7
13790	7
13791	6
13792	5
13793	8
13794	7
13795	7
13796	7
13797	6
13798	6
13799	7
13800	7
13801	5
13802	5
13803	5
13804	5
13805	4
13806	7
13807	7
13808	7
13809	6
13810	7
13811	7
13812	8
13813	8
13814	7
13815	6
13816	7
13817	5
13818	7
13819	6
13820	5
13821	7
13822	7
13823	7
13824	7
13825	6
13826	7
13827	6
13828	8
13829	6
13830	8
13831	7
13832	5
13833	6
13834	8
13835	6
13836	7
13837	6
13838	6
13839	6
13840	6
13841	7
13842	6
13843	5
13844	7
13845	6
13846	6
13847	6
13848	6
13849	7
13850	7
13851	5
13852	6
13853	8
13854	7
13855	7
13856	7
13857	5
13858	8
13859	6
13860	8
13861	8
13862	5
13863	7
13864	8
13865	6
13866	8
13867	7
13868	6
13869	7
13870	5
13871	6
13872	6
13873	5
13874	7
13875	7
13876	6
13877	6
13878	6
13879	6
13880	6
13881	7
13882	7
13883	7
13884	7
13885	7
13886	7
13887	5
13888	7
13889	6
13890	4
13891	7
13892	7
13893	8
13894	7
13895	6
13896	7
13897	7
13898	6
13899	5
13900	6
13901	5
13902	7
13903	5
13904	7
13905	6
13906	6
13907	6
13908	7
13909	7
13910	8
13911	6
13912	6
13913	6
13914	6
13915	5
13916	8
13917	6
13918	4
13919	5
13920	9
13921	9
13922	8
13923	7
13924	7
13925	7
13926	6
13927	8
13928	8
13929	6
13930	5
13931	6
13932	9
13933	6
13934	6
13935	6
13936	7
13937	9
13938	7
13939	7
13940	7
13941	8
13942	7
13943	6
13944	7
13945	7
13946	7
13947	7
13948	8
13949	7
13950	7
13951	6
13952	7
13953	7
13954	6
13955	8
13956	6
13957	7
13958	6
13959	6
13960	9
13961	9
13962	6
13963	7
13964	8
13965	7
13966	5
13967	7
13968	5
13969	5
13970	5
13971	6
13972	7
13973	7
13974	8
13975	8
13976	8
13977	8
13978	6
13979	6
13980	5
13981	8
13982	8
13983	6
13984	8
13985	5
13986	7
13987	5
13988	6
13989	6
13990	6
13991	8
13992	7
13993	8
13994	7
13995	7
13996	7
13997	7
13998	7
13999	6
14000	5
14001	6
14002	7
14003	8
14004	4
14005	6
14006	5
14007	6
14008	8
14009	6
14010	8
14011	7
14012	7
14013	7
14014	5
14015	6
14016	7
14017	7
14018	6
14019	8
14020	7
14021	6
14022	7
14023	7
14024	5
14025	6
14026	8
14027	7
14028	6
14029	6
14030	6
14031	6
14032	7
14033	7
14034	6
14035	7
14036	8
14037	6
14038	6
14039	5
14040	8
14041	6
14042	6
14043	7
14044	7
14045	7
14046	7
14047	7
14048	7
14049	7
14050	7
14051	8
14052	6
14053	6
14054	7
14055	6
14056	7
14057	7
14058	7
14059	7
14060	6
14061	5
14062	8
14063	7
14064	5
14065	7
14066	6
14067	7
14068	7
14069	7
14070	5
14071	6
14072	7
14073	7
14074	8
14075	8
14076	5
14077	7
14078	6
14079	6
14080	7
14081	7
14082	7
14083	6
14084	6
14085	7
14086	5
14087	7
14088	6
14089	7
14090	6
14091	7
14092	7
14093	6
14094	7
14095	6
14096	6
14097	7
14098	4
14099	6
14100	7
14101	6
14102	6
14103	7
14104	6
14105	9
14106	8
14107	5
14108	6
14109	7
14110	7
14111	6
14112	8
14113	7
14114	8
14115	8
14116	5
14117	9
14118	7
14119	6
14120	8
14121	7
14122	5
14123	7
14124	6
14125	9
14126	8
14127	6
14128	7
14129	6
14130	7
14131	6
14132	6
14133	7
14134	7
14135	3
14136	7
14137	5
14138	6
14139	7
14140	5
14141	5
14142	7
14143	5
14144	7
14145	5
14146	7
14147	7
14148	7
14149	6
14150	5
14151	5
14152	5
14153	7
14154	5
14155	5
14156	7
14157	7
14158	8
14159	6
14160	6
14161	6
14162	6
14163	7
14164	6
14165	6
14166	7
14167	5
14168	6
14169	6
14170	6
14171	7
14172	7
14173	8
14174	7
14175	8
14176	7
14177	6
14178	7
14179	7
14180	6
14181	7
14182	6
14183	5
14184	9
14185	7
14186	7
14187	8
14188	7
14189	6
14190	5
14191	7
14192	7
14193	8
14194	7
14195	8
14196	6
14197	6
14198	7
14199	7
14200	7
14201	7
14202	7
14203	5
14204	6
14205	6
14206	6
14207	7
14208	6
14209	7
14210	6
14211	6
14212	6
14213	6
14214	5
14215	4
14216	7
14217	7
14218	4
14219	3
14220	5
14221	6
14222	7
14223	8
14224	8
14225	5
14226	7
14227	7
14228	6
14229	7
14230	8
14231	7
14232	8
14233	8
14234	5
14235	7
14236	6
14237	6
14238	6
14239	4
14240	6
14241	6
14242	7
14243	5
14244	8
14245	7
14246	6
14247	7
14248	6
14249	5
14250	6
14251	5
14252	7
14253	7
14254	6
14255	5
14256	6
14257	7
14258	6
14259	7
14260	8
14261	7
14262	7
14263	6
14264	6
14265	5
14266	5
14267	6
14268	6
14269	9
14270	5
14271	7
14272	5
14273	8
14274	7
14275	4
14276	5
14277	6
14278	6
14279	6
14280	4
14281	8
14282	6
14283	5
14284	7
14285	6
14286	6
14287	7
14288	8
14289	8
14290	8
14291	7
14292	7
14293	8
14294	6
14295	7
14296	6
14297	6
14298	6
14299	6
14300	5
14301	5
14302	8
14303	6
14304	8
14305	6
14306	6
14307	5
14308	6
14309	7
14310	6
14311	7
14312	7
14313	7
14314	5
14315	6
14316	6
14317	6
14318	6
14319	7
14320	6
14321	5
14322	7
14323	7
14324	5
14325	6
14326	7
14327	5
14328	8
14329	9
14330	8
14331	7
14332	6
14333	7
14334	6
14335	6
14336	7
14337	6
14338	6
14339	5
14340	6
14341	7
14342	6
14343	7
14344	7
14345	8
14346	5
14347	6
14348	5
14349	6
14350	5
14351	7
14352	6
14353	7
14354	5
14355	8
14356	6
14357	7
14358	7
14359	6
14360	6
14361	6
14362	7
14363	6
14364	6
14365	6
14366	8
14367	7
14368	7
14369	6
14370	7
14371	6
14372	7
14373	8
14374	8
14375	7
14376	5
14377	7
14378	7
14379	7
14380	6
14381	8
14382	9
14383	8
14384	6
14385	6
14386	8
14387	6
14388	7
14389	6
14390	7
14391	7
14392	8
14393	8
14394	7
14395	6
14396	8
14397	7
14398	8
14399	6
14400	5
14401	8
14402	6
14403	7
