#Frame	ca
24806	8
24807	7
24808	7
24809	4
24810	5
24811	7
24812	7
24813	8
24814	7
24815	6
24816	7
24817	6
24818	6
24819	6
24820	6
24821	7
24822	6
24823	5
24824	5
24825	6
24826	7
24827	7
24828	7
24829	7
24830	8
24831	8
24832	8
24833	6
24834	6
24835	7
24836	6
24837	6
24838	7
24839	5
24840	7
24841	7
24842	7
24843	6
24844	7
24845	7
24846	7
24847	8
24848	7
24849	8
24850	7
24851	6
24852	7
24853	7
24854	6
24855	7
24856	8
24857	8
24858	6
24859	7
24860	5
24861	7
24862	6
24863	6
24864	5
24865	4
24866	6
24867	7
24868	7
24869	8
24870	6
24871	7
24872	7
24873	6
24874	6
24875	5
24876	7
24877	5
24878	6
24879	5
24880	6
24881	7
24882	6
24883	7
24884	8
24885	7
24886	5
24887	6
24888	7
24889	5
24890	9
24891	7
24892	6
24893	8
24894	7
24895	6
24896	6
24897	6
24898	6
24899	6
24900	6
24901	7
24902	8
24903	6
24904	6
24905	7
24906	6
24907	6
24908	4
24909	7
24910	6
24911	6
24912	7
24913	6
24914	8
24915	5
24916	8
24917	6
24918	6
24919	7
24920	6
24921	6
24922	6
24923	6
24924	7
24925	6
24926	6
24927	7
24928	6
24929	7
24930	9
24931	8
24932	7
24933	6
24934	8
24935	7
24936	5
24937	7
24938	8
24939	7
24940	7
24941	8
24942	8
24943	5
24944	5
24945	7
24946	6
24947	8
24948	6
24949	6
24950	7
24951	8
24952	5
24953	8
24954	4
24955	5
24956	6
24957	7
24958	7
24959	7
24960	7
24961	7
24962	6
24963	7
24964	8
24965	6
24966	7
24967	6
24968	6
24969	4
24970	7
24971	5
24972	6
24973	6
24974	7
24975	6
24976	7
24977	8
24978	7
24979	6
24980	7
24981	6
24982	7
24983	7
24984	8
24985	7
24986	7
24987	7
24988	7
24989	6
24990	7
24991	7
24992	5
24993	7
24994	7
24995	5
24996	7
24997	5
24998	7
24999	6
25000	7
25001	6
25002	8
25003	6
25004	5
25005	6
25006	7
25007	7
25008	6
25009	8
25010	6
25011	6
25012	6
25013	6
25014	7
25015	7
25016	7
25017	7
25018	6
25019	6
25020	7
25021	6
25022	6
25023	7
25024	5
25025	7
25026	7
25027	7
25028	6
25029	8
25030	7
25031	6
25032	5
25033	7
25034	6
25035	6
25036	7
25037	7
25038	7
25039	7
25040	6
25041	6
25042	7
25043	7
25044	6
25045	5
25046	7
25047	7
25048	8
25049	6
25050	6
25051	6
25052	7
25053	7
25054	6
25055	4
25056	6
25057	6
25058	7
25059	6
25060	6
25061	7
25062	6
25063	6
25064	6
25065	6
25066	5
25067	6
25068	6
25069	7
25070	7
25071	5
25072	5
25073	6
25074	5
25075	6
25076	6
25077	5
25078	7
25079	7
25080	5
25081	6
25082	6
25083	6
25084	6
25085	6
25086	7
25087	7
25088	6
25089	6
25090	8
25091	6
25092	9
25093	8
25094	7
25095	6
25096	6
25097	7
25098	8
25099	5
25100	6
25101	6
25102	6
25103	8
25104	8
25105	7
25106	8
25107	7
25108	6
25109	7
25110	5
25111	6
25112	8
25113	6
25114	6
25115	7
25116	5
25117	7
25118	6
25119	6
25120	6
25121	8
25122	6
25123	7
25124	5
25125	4
25126	7
25127	5
25128	5
25129	6
25130	7
25131	6
25132	7
25133	6
25134	7
25135	7
25136	7
25137	6
25138	6
25139	7
25140	6
25141	6
25142	6
25143	7
25144	5
25145	5
25146	6
25147	6
25148	8
25149	5
25150	7
25151	7
25152	6
25153	6
25154	6
25155	7
25156	6
25157	7
25158	7
25159	7
25160	6
25161	5
25162	6
25163	7
25164	7
25165	7
25166	6
25167	7
25168	5
25169	6
25170	6
25171	6
25172	8
25173	5
25174	6
25175	7
25176	5
25177	7
25178	5
25179	8
25180	7
25181	7
25182	6
25183	6
25184	7
25185	6
25186	7
25187	5
25188	8
25189	7
25190	6
25191	6
25192	5
25193	6
25194	6
25195	5
25196	8
25197	6
25198	4
25199	5
25200	7
25201	5
25202	5
25203	6
25204	6
25205	7
25206	6
25207	7
25208	7
25209	7
25210	7
25211	6
25212	6
25213	7
25214	8
25215	6
25216	8
25217	5
25218	5
25219	5
25220	7
25221	7
25222	7
25223	7
25224	5
25225	6
25226	7
25227	7
25228	8
25229	5
25230	6
25231	6
25232	6
25233	7
25234	7
25235	7
25236	5
25237	7
25238	6
25239	9
25240	8
25241	8
25242	6
25243	6
25244	7
25245	7
25246	5
25247	7
25248	7
25249	7
25250	6
25251	6
25252	8
25253	8
25254	7
25255	8
25256	6
25257	5
25258	6
25259	6
25260	6
25261	8
25262	5
25263	6
25264	6
25265	6
25266	7
25267	7
25268	6
25269	7
25270	7
25271	7
25272	7
25273	7
25274	8
25275	8
25276	7
25277	6
25278	8
25279	8
25280	6
25281	7
25282	7
25283	7
25284	7
25285	6
25286	6
25287	5
25288	7
25289	6
25290	6
25291	7
25292	6
25293	8
25294	7
25295	7
25296	9
25297	8
25298	7
25299	5
25300	6
25301	4
25302	7
25303	6
25304	8
25305	5
25306	6
25307	7
25308	6
25309	7
25310	6
25311	6
25312	7
25313	6
25314	7
25315	8
25316	5
25317	5
25318	7
25319	6
25320	5
25321	6
25322	6
25323	6
25324	8
25325	5
25326	7
25327	6
25328	7
25329	6
25330	6
25331	5
25332	6
25333	7
25334	7
25335	6
25336	6
25337	7
25338	4
25339	8
25340	5
25341	7
25342	8
25343	6
25344	7
25345	6
25346	8
25347	4
25348	6
25349	7
25350	7
25351	5
25352	6
25353	7
25354	6
25355	5
25356	6
25357	8
25358	5
25359	6
25360	8
25361	5
25362	6
25363	5
25364	7
25365	6
25366	5
25367	6
25368	6
25369	6
25370	5
25371	5
25372	7
25373	5
25374	7
25375	6
25376	7
25377	7
25378	5
25379	9
25380	8
25381	6
25382	7
25383	6
25384	7
25385	6
25386	6
25387	6
25388	5
25389	7
25390	5
25391	6
25392	8
25393	5
25394	6
25395	6
25396	5
25397	6
25398	6
25399	7
25400	7
25401	5
25402	6
25403	7
25404	5
25405	5
25406	6
25407	7
25408	7
25409	6
25410	6
25411	8
25412	6
25413	5
25414	6
25415	5
25416	6
25417	6
25418	6
25419	6
25420	6
25421	5
25422	7
25423	5
25424	7
25425	7
25426	5
25427	6
25428	6
25429	7
25430	7
25431	5
25432	5
25433	6
25434	7
25435	6
25436	6
25437	6
25438	7
25439	10
25440	8
25441	6
25442	6
25443	8
25444	6
25445	8
25446	7
25447	5
25448	7
25449	5
25450	6
25451	6
25452	6
25453	6
25454	6
25455	7
25456	6
25457	6
25458	6
25459	5
25460	7
25461	7
25462	6
25463	7
25464	8
25465	5
25466	7
25467	5
25468	5
25469	7
25470	5
25471	7
25472	9
25473	4
25474	6
25475	6
25476	6
25477	7
25478	5
25479	8
25480	6
25481	7
25482	7
25483	6
25484	8
25485	7
25486	7
25487	7
25488	6
25489	6
25490	7
25491	7
25492	5
25493	6
25494	6
25495	5
25496	6
25497	7
25498	5
25499	5
25500	7
25501	8
25502	6
25503	5
25504	6
25505	3
25506	6
25507	7
25508	7
25509	6
25510	7
25511	8
25512	7
25513	6
25514	7
25515	7
25516	5
25517	7
25518	6
25519	6
25520	8
25521	7
25522	9
25523	6
25524	7
25525	7
25526	8
25527	6
25528	6
25529	7
25530	6
25531	7
25532	6
25533	6
25534	6
25535	7
25536	9
25537	6
25538	6
25539	5
25540	6
25541	6
25542	7
25543	7
25544	9
25545	7
25546	7
25547	7
25548	5
25549	7
25550	7
25551	7
25552	6
25553	7
25554	7
25555	7
25556	8
25557	6
25558	7
25559	5
25560	7
25561	8
25562	6
25563	7
25564	5
25565	6
25566	7
25567	7
25568	9
25569	6
25570	7
25571	6
25572	8
25573	7
25574	6
25575	6
25576	7
25577	5
25578	8
25579	6
25580	6
25581	6
25582	6
25583	7
25584	7
25585	9
25586	6
25587	7
25588	6
25589	7
25590	7
25591	6
25592	6
25593	5
25594	7
25595	7
25596	5
25597	8
25598	6
25599	6
25600	8
25601	6
25602	6
25603	7
25604	6
25605	7
25606	5
25607	5
25608	6
25609	5
25610	5
25611	6
25612	8
25613	6
25614	6
25615	6
25616	5
25617	7
25618	5
25619	7
25620	6
25621	8
25622	6
25623	5
25624	6
25625	6
25626	7
25627	5
25628	8
25629	7
25630	5
25631	5
25632	5
25633	7
25634	6
25635	7
25636	6
25637	5
25638	6
25639	7
25640	7
25641	6
25642	6
25643	6
25644	5
25645	6
25646	6
25647	6
25648	7
25649	8
25650	6
25651	8
25652	6
25653	8
25654	6
25655	7
25656	6
25657	5
25658	7
25659	6
25660	6
25661	6
25662	6
25663	7
25664	7
25665	6
25666	7
25667	5
25668	6
25669	8
25670	7
25671	6
25672	7
25673	5
25674	7
25675	7
25676	8
25677	6
25678	9
25679	6
25680	7
25681	7
25682	5
25683	7
25684	8
25685	7
25686	5
25687	9
25688	6
25689	5
25690	5
25691	5
25692	6
25693	6
25694	6
25695	6
25696	5
25697	8
25698	8
25699	6
25700	6
25701	7
25702	6
25703	7
25704	7
25705	6
25706	5
25707	7
25708	5
25709	6
25710	5
25711	6
25712	6
25713	6
25714	6
25715	6
25716	8
25717	6
25718	7
25719	6
25720	7
25721	7
25722	5
25723	6
25724	8
25725	6
25726	6
25727	8
25728	7
25729	4
25730	8
25731	5
25732	7
25733	6
25734	9
25735	7
25736	7
25737	7
25738	6
25739	4
25740	7
25741	7
25742	8
25743	6
25744	6
25745	7
25746	5
25747	7
25748	8
25749	7
25750	5
25751	5
25752	7
25753	6
25754	6
25755	6
25756	6
25757	6
25758	6
25759	7
25760	7
25761	7
25762	7
25763	5
25764	6
25765	7
25766	5
25767	6
25768	7
25769	5
25770	6
25771	6
25772	8
25773	4
25774	6
25775	8
25776	8
25777	7
25778	7
25779	7
25780	7
25781	7
25782	7
25783	6
25784	7
25785	5
25786	6
25787	5
25788	6
25789	10
25790	7
25791	7
25792	5
25793	6
25794	6
25795	6
25796	6
25797	6
25798	5
25799	8
25800	8
25801	5
25802	6
25803	7
25804	5
25805	8
25806	7
25807	8
25808	6
25809	7
25810	6
25811	5
25812	6
25813	5
25814	6
25815	6
25816	6
25817	5
25818	6
25819	6
25820	6
25821	6
25822	6
25823	5
25824	8
25825	6
25826	7
25827	6
25828	7
25829	6
25830	6
25831	6
25832	8
25833	8
25834	7
25835	7
25836	7
25837	6
25838	6
25839	6
25840	6
25841	6
25842	5
25843	8
25844	6
25845	6
25846	6
25847	7
25848	7
25849	6
25850	6
25851	7
25852	5
25853	7
25854	6
25855	7
25856	6
25857	4
25858	7
25859	6
25860	8
25861	7
25862	5
25863	8
25864	9
25865	5
25866	6
25867	5
25868	6
25869	6
25870	6
25871	6
25872	7
25873	8
25874	6
25875	6
25876	6
25877	5
25878	6
25879	7
25880	4
25881	5
25882	5
25883	7
25884	8
25885	6
25886	5
25887	8
25888	6
25889	6
25890	6
25891	6
25892	7
25893	4
25894	6
25895	5
25896	6
25897	7
25898	9
25899	6
25900	5
25901	6
25902	7
25903	7
25904	4
25905	6
25906	6
25907	5
25908	6
25909	6
25910	8
25911	7
25912	7
25913	5
25914	4
25915	6
25916	5
25917	5
25918	9
25919	7
25920	5
25921	6
25922	7
25923	6
25924	8
25925	6
25926	6
25927	6
25928	7
25929	7
25930	7
25931	6
25932	8
25933	5
25934	4
25935	7
25936	6
25937	9
25938	8
25939	7
25940	6
25941	7
25942	8
25943	6
25944	6
25945	5
25946	10
25947	6
25948	6
25949	5
25950	5
25951	6
25952	7
25953	7
25954	8
25955	8
25956	6
25957	5
25958	6
25959	6
25960	6
25961	8
25962	7
25963	8
25964	8
25965	7
25966	8
25967	7
25968	8
25969	8
25970	6
25971	7
25972	4
25973	7
25974	7
25975	9
25976	8
25977	5
25978	6
25979	6
25980	7
25981	7
25982	6
25983	8
25984	6
25985	6
25986	7
25987	7
25988	5
25989	8
25990	6
25991	7
25992	5
25993	6
25994	7
25995	7
25996	5
25997	6
25998	6
25999	6
26000	6
26001	6
26002	6
26003	7
26004	6
26005	7
26006	6
26007	5
26008	6
26009	8
26010	7
26011	8
26012	8
26013	7
26014	5
26015	4
26016	7
26017	7
26018	7
26019	7
26020	6
26021	5
26022	6
26023	6
26024	7
26025	7
26026	7
26027	7
26028	8
26029	5
26030	7
26031	7
26032	7
26033	8
26034	8
26035	7
26036	7
26037	7
26038	7
26039	6
26040	6
26041	8
26042	8
26043	6
26044	5
26045	7
26046	6
26047	7
26048	7
26049	6
26050	6
26051	6
26052	5
26053	8
26054	6
26055	5
26056	6
26057	5
26058	5
26059	5
26060	7
26061	7
26062	8
26063	7
26064	7
26065	8
26066	5
26067	7
26068	7
26069	8
26070	8
26071	7
26072	5
26073	5
26074	6
26075	5
26076	6
26077	6
26078	7
26079	7
26080	6
26081	7
26082	7
26083	7
26084	6
26085	7
26086	6
26087	7
26088	6
26089	6
26090	7
26091	6
26092	9
26093	7
26094	7
26095	7
26096	6
26097	7
26098	6
26099	8
26100	7
26101	6
26102	6
26103	8
26104	9
26105	7
26106	6
26107	6
26108	7
26109	6
26110	6
26111	7
26112	7
26113	8
26114	7
26115	6
26116	6
26117	8
26118	8
26119	6
26120	6
26121	8
26122	7
26123	8
26124	6
26125	6
26126	6
26127	6
26128	5
26129	6
26130	8
26131	7
26132	6
26133	4
26134	7
26135	7
26136	7
26137	9
26138	6
26139	7
26140	6
26141	5
26142	6
26143	6
26144	8
26145	6
26146	7
26147	6
26148	8
26149	7
26150	7
26151	6
26152	6
26153	6
26154	4
26155	7
26156	8
26157	5
26158	8
26159	6
26160	7
26161	7
26162	6
26163	7
26164	7
26165	6
26166	6
26167	7
26168	8
26169	7
26170	9
26171	7
26172	5
26173	7
26174	6
26175	8
26176	8
26177	6
26178	8
26179	7
26180	7
26181	7
26182	6
26183	7
26184	6
26185	6
26186	5
26187	7
26188	7
26189	9
26190	6
26191	8
26192	6
26193	8
26194	7
26195	8
26196	9
26197	6
26198	6
26199	6
26200	8
26201	7
26202	6
26203	7
26204	6
26205	6
26206	8
26207	7
26208	6
26209	5
26210	6
26211	5
26212	7
26213	5
26214	6
26215	7
26216	7
26217	5
26218	7
26219	6
26220	9
26221	6
26222	6
26223	6
26224	7
26225	6
26226	7
26227	7
26228	8
26229	8
26230	6
26231	5
26232	7
26233	6
26234	7
26235	7
26236	6
26237	9
26238	6
26239	6
26240	9
26241	8
26242	6
26243	7
26244	6
26245	8
26246	8
26247	5
26248	6
26249	5
26250	5
26251	7
26252	8
26253	7
26254	6
26255	8
26256	6
26257	5
26258	8
26259	8
26260	7
26261	8
26262	6
26263	6
26264	5
26265	7
26266	7
26267	6
26268	6
26269	6
26270	6
26271	7
26272	6
26273	7
26274	7
26275	7
26276	7
26277	6
26278	7
26279	8
26280	6
26281	7
26282	7
26283	8
26284	7
26285	6
26286	6
26287	5
26288	8
26289	7
26290	6
26291	6
26292	8
26293	6
26294	6
26295	7
26296	6
26297	8
26298	7
26299	8
26300	9
26301	6
26302	6
26303	8
26304	8
26305	6
26306	6
26307	7
26308	7
26309	6
26310	7
26311	7
26312	6
26313	7
26314	9
26315	7
26316	5
26317	6
26318	9
26319	6
26320	7
26321	8
26322	6
26323	7
26324	8
26325	6
26326	8
26327	6
26328	6
26329	6
26330	6
26331	8
26332	7
26333	7
26334	6
26335	6
26336	9
26337	7
26338	6
26339	6
26340	8
26341	7
26342	7
26343	5
26344	5
26345	7
26346	7
26347	5
26348	6
26349	7
26350	8
26351	6
26352	7
26353	6
26354	8
26355	8
26356	7
26357	7
26358	7
26359	7
26360	9
26361	6
26362	6
26363	8
26364	7
26365	8
26366	8
26367	8
26368	6
26369	7
26370	7
26371	9
26372	5
26373	7
26374	6
26375	7
26376	7
26377	6
26378	5
26379	7
26380	6
26381	7
26382	7
26383	6
26384	8
26385	6
26386	5
26387	7
26388	7
26389	6
26390	8
26391	6
26392	7
26393	6
26394	4
26395	6
26396	5
26397	6
26398	7
26399	7
26400	8
26401	6
26402	6
26403	5
26404	6
26405	7
26406	7
26407	6
26408	7
26409	7
26410	6
26411	7
26412	6
26413	6
26414	7
26415	8
26416	7
26417	6
26418	7
26419	5
26420	8
26421	6
26422	9
26423	7
26424	6
26425	5
26426	6
26427	8
26428	7
26429	5
26430	7
26431	6
26432	6
26433	6
26434	7
26435	5
26436	6
26437	6
26438	6
26439	7
26440	7
26441	6
26442	7
26443	5
26444	6
26445	7
26446	7
26447	6
26448	8
26449	5
26450	7
26451	6
26452	7
26453	7
26454	7
26455	5
26456	6
26457	6
26458	7
26459	7
26460	6
26461	7
26462	6
26463	7
26464	6
26465	6
26466	5
26467	7
26468	5
26469	5
26470	7
26471	8
26472	6
26473	5
26474	7
26475	6
26476	8
26477	8
26478	8
26479	7
26480	6
26481	6
26482	6
26483	5
26484	6
26485	4
26486	6
26487	7
26488	6
26489	6
26490	7
26491	7
26492	7
26493	8
26494	8
26495	7
26496	7
26497	7
26498	5
26499	7
26500	7
26501	8
26502	6
26503	5
26504	6
26505	5
26506	6
26507	7
26508	5
26509	7
26510	6
26511	5
26512	7
26513	6
26514	5
26515	5
26516	6
26517	6
26518	5
26519	5
26520	5
26521	5
26522	5
26523	6
26524	4
26525	5
26526	5
26527	6
26528	7
26529	6
26530	7
26531	7
26532	8
26533	8
26534	6
26535	5
26536	8
26537	4
26538	6
26539	7
26540	4
26541	8
26542	8
26543	6
26544	6
26545	4
26546	7
26547	6
26548	6
26549	8
26550	5
26551	7
26552	3
26553	8
26554	5
26555	6
26556	6
26557	8
26558	6
26559	7
26560	8
26561	7
26562	7
26563	7
26564	6
26565	6
26566	5
26567	5
26568	6
26569	5
26570	6
26571	7
26572	5
26573	7
26574	6
26575	7
26576	7
26577	8
26578	7
26579	5
26580	7
26581	8
26582	7
26583	7
26584	7
26585	5
26586	5
26587	7
26588	5
26589	9
26590	5
26591	6
26592	6
26593	7
26594	6
26595	8
26596	7
26597	5
26598	7
26599	6
26600	5
26601	6
26602	8
26603	7
26604	6
26605	8
26606	5
26607	6
26608	7
26609	7
26610	7
26611	6
26612	5
26613	7
26614	5
26615	6
26616	5
26617	5
26618	6
26619	5
26620	6
26621	5
26622	6
26623	5
26624	8
26625	8
26626	7
26627	7
26628	8
26629	8
26630	7
26631	7
26632	6
26633	5
26634	5
26635	5
26636	7
26637	6
26638	6
26639	6
26640	7
26641	5
26642	7
26643	7
26644	6
26645	6
26646	6
26647	6
26648	9
26649	6
26650	4
26651	5
26652	8
26653	5
26654	5
26655	8
26656	8
26657	7
26658	6
26659	7
26660	6
26661	7
26662	6
26663	5
26664	6
26665	8
26666	7
26667	6
26668	6
26669	5
26670	6
26671	6
26672	6
26673	8
26674	6
26675	7
26676	7
26677	7
26678	6
26679	6
26680	7
26681	7
26682	6
26683	6
26684	8
26685	5
26686	7
26687	9
26688	7
26689	8
26690	8
26691	8
26692	5
26693	9
26694	7
26695	9
26696	6
26697	7
26698	7
26699	6
26700	6
26701	7
26702	8
26703	8
26704	7
26705	5
26706	6
26707	7
26708	7
26709	6
26710	7
26711	6
26712	6
26713	4
26714	6
26715	6
26716	6
26717	7
26718	6
26719	5
26720	8
26721	8
26722	6
26723	6
26724	6
26725	5
26726	5
26727	5
26728	9
26729	7
26730	6
26731	6
26732	5
26733	7
26734	6
26735	7
26736	6
26737	6
26738	8
26739	6
26740	7
26741	6
26742	5
26743	8
26744	7
26745	7
26746	6
26747	7
26748	9
26749	9
26750	6
26751	6
26752	7
26753	7
26754	6
26755	8
26756	5
26757	7
26758	7
26759	6
26760	7
26761	6
26762	6
26763	7
26764	6
26765	8
26766	7
26767	7
26768	6
26769	7
26770	5
26771	7
26772	7
26773	6
26774	6
26775	5
26776	6
26777	6
26778	7
26779	6
26780	7
26781	7
26782	8
26783	4
26784	6
26785	7
26786	6
26787	5
26788	8
26789	7
26790	6
26791	5
26792	6
26793	7
26794	7
26795	7
26796	5
26797	7
26798	8
26799	6
26800	7
26801	5
26802	6
26803	6
26804	5
26805	6
26806	7
26807	6
26808	6
26809	7
26810	7
26811	7
26812	9
26813	7
26814	7
26815	8
26816	7
26817	6
26818	6
26819	7
26820	6
26821	6
26822	7
26823	6
26824	8
26825	7
26826	6
26827	6
26828	5
26829	8
26830	7
26831	7
26832	6
26833	6
26834	7
26835	7
26836	6
26837	7
26838	7
26839	6
26840	6
26841	8
26842	6
26843	7
26844	7
26845	6
26846	7
26847	5
26848	7
26849	8
26850	8
26851	7
26852	6
26853	8
26854	5
26855	7
26856	8
26857	7
26858	6
26859	6
26860	6
26861	5
26862	6
26863	5
26864	8
26865	8
26866	8
26867	6
26868	6
26869	5
26870	6
26871	6
26872	4
26873	7
26874	6
26875	5
26876	6
26877	5
26878	5
26879	6
26880	5
26881	6
26882	6
26883	6
26884	6
26885	3
26886	5
26887	6
26888	5
26889	6
26890	5
26891	5
26892	6
26893	6
26894	6
26895	6
26896	6
26897	5
26898	6
26899	4
26900	4
26901	6
26902	5
26903	6
26904	6
26905	6
26906	7
26907	6
26908	6
26909	6
26910	6
26911	6
26912	6
26913	6
26914	5
26915	6
26916	6
26917	5
26918	6
26919	5
26920	4
26921	6
26922	6
26923	6
26924	5
26925	6
26926	5
26927	6
26928	6
26929	6
26930	6
26931	6
26932	7
26933	6
26934	7
26935	7
26936	7
26937	6
26938	5
26939	7
26940	5
26941	5
26942	6
26943	5
26944	5
26945	6
26946	5
26947	6
26948	6
26949	6
26950	5
26951	5
26952	5
26953	5
26954	6
26955	6
26956	7
26957	6
26958	7
26959	5
26960	8
26961	7
26962	5
26963	7
26964	8
26965	6
26966	6
26967	7
26968	8
26969	7
26970	7
26971	6
26972	7
26973	7
26974	5
26975	6
26976	7
26977	7
26978	6
26979	5
26980	6
26981	7
26982	7
26983	6
26984	5
26985	6
26986	7
26987	6
26988	6
26989	7
26990	5
26991	5
26992	6
26993	7
26994	5
26995	6
26996	6
26997	7
26998	6
26999	6
27000	5
27001	7
27002	6
27003	7
27004	5
27005	5
27006	5
27007	5
27008	5
27009	6
27010	7
27011	5
27012	8
27013	6
27014	7
27015	6
27016	6
27017	7
27018	6
27019	6
27020	6
27021	6
27022	6
27023	6
27024	7
27025	6
27026	7
27027	6
27028	8
27029	6
27030	7
27031	6
27032	6
27033	7
27034	6
27035	6
27036	7
27037	6
27038	7
27039	6
27040	5
27041	6
27042	6
27043	6
27044	5
27045	6
27046	6
27047	6
27048	7
27049	6
27050	6
27051	5
27052	6
27053	6
27054	7
27055	6
27056	6
27057	6
27058	6
27059	6
27060	7
27061	6
27062	6
27063	6
27064	6
27065	8
27066	6
27067	6
27068	6
27069	5
27070	7
27071	6
27072	5
27073	7
27074	6
27075	5
27076	6
27077	6
27078	5
27079	6
27080	5
27081	5
27082	5
27083	7
27084	5
27085	5
27086	7
27087	6
27088	6
27089	7
27090	5
27091	6
27092	6
27093	6
27094	5
27095	5
27096	5
27097	6
27098	4
27099	6
27100	6
27101	6
27102	7
27103	6
27104	6
27105	7
27106	7
27107	6
27108	6
27109	5
27110	5
27111	6
27112	8
27113	8
27114	7
27115	7
27116	7
27117	7
27118	7
27119	8
27120	6
27121	6
27122	7
27123	6
27124	7
27125	6
27126	5
27127	6
27128	6
27129	6
27130	6
27131	6
27132	7
27133	6
27134	6
27135	6
27136	7
27137	6
27138	7
27139	7
27140	7
27141	5
27142	6
27143	7
27144	6
27145	6
27146	5
27147	7
27148	7
27149	7
27150	6
27151	7
27152	6
27153	5
27154	6
27155	7
27156	8
27157	8
27158	8
27159	6
27160	7
27161	5
27162	7
27163	6
27164	5
27165	8
27166	8
27167	9
27168	7
27169	6
27170	6
27171	7
27172	7
27173	5
27174	7
27175	7
27176	7
27177	8
27178	5
27179	7
27180	7
27181	6
27182	7
27183	8
27184	7
27185	7
27186	7
27187	5
27188	6
27189	7
27190	5
27191	8
27192	7
27193	7
27194	8
27195	8
27196	7
27197	8
27198	7
27199	6
27200	7
27201	6
27202	6
27203	7
27204	6
27205	6
27206	6
27207	6
27208	6
27209	5
27210	6
27211	7
27212	8
27213	7
27214	8
27215	8
27216	7
27217	6
27218	7
27219	7
27220	7
27221	7
27222	7
27223	7
27224	7
27225	7
27226	5
27227	6
27228	7
27229	7
27230	7
27231	7
27232	7
27233	7
27234	7
27235	7
27236	4
27237	5
27238	7
27239	8
27240	7
27241	5
27242	7
27243	7
27244	7
27245	8
27246	7
27247	7
27248	7
27249	8
27250	9
27251	8
27252	7
27253	7
27254	8
27255	8
27256	7
27257	6
27258	5
27259	5
27260	7
27261	8
27262	8
27263	5
27264	7
27265	5
27266	7
27267	6
27268	6
27269	7
27270	6
27271	7
27272	7
27273	6
27274	5
27275	6
27276	7
27277	7
27278	7
27279	7
27280	7
27281	8
27282	6
27283	8
27284	7
27285	7
27286	6
27287	9
27288	6
27289	4
27290	5
27291	8
27292	6
27293	8
27294	6
27295	6
27296	6
27297	7
27298	7
27299	6
27300	6
27301	6
27302	6
27303	7
27304	6
27305	7
27306	7
27307	7
27308	5
27309	6
27310	5
27311	7
27312	7
27313	7
27314	6
27315	7
27316	7
27317	5
27318	5
27319	7
27320	6
27321	7
27322	6
27323	7
27324	7
27325	6
27326	6
27327	6
27328	6
27329	6
27330	6
27331	6
27332	7
27333	6
27334	7
27335	7
27336	5
27337	6
27338	5
27339	7
27340	6
27341	6
27342	6
27343	6
27344	5
27345	5
27346	5
27347	5
27348	8
27349	5
27350	5
27351	7
27352	6
27353	6
27354	5
27355	6
27356	6
27357	6
27358	6
27359	5
27360	5
27361	7
27362	7
27363	7
27364	3
27365	5
27366	5
27367	6
27368	7
27369	6
27370	6
27371	5
27372	5
27373	6
27374	5
27375	6
27376	5
27377	7
27378	7
27379	7
27380	6
27381	5
27382	6
27383	6
27384	5
27385	6
27386	3
27387	5
27388	6
27389	7
27390	6
27391	6
27392	5
27393	6
27394	6
27395	4
27396	5
27397	6
27398	7
27399	7
27400	6
27401	6
27402	6
27403	5
27404	5
27405	7
27406	5
27407	6
27408	4
27409	7
27410	7
27411	7
27412	6
27413	7
27414	4
27415	6
27416	5
27417	7
27418	7
27419	6
27420	7
27421	6
27422	8
27423	7
27424	7
27425	6
27426	7
27427	7
27428	6
27429	6
27430	6
27431	6
27432	5
27433	6
27434	6
27435	7
27436	5
27437	6
27438	6
27439	5
27440	6
27441	6
27442	6
27443	7
27444	5
27445	8
27446	6
27447	7
27448	6
27449	7
27450	6
27451	7
27452	6
27453	6
27454	6
27455	7
27456	6
27457	6
27458	7
27459	7
27460	6
27461	6
27462	6
27463	5
27464	6
27465	7
27466	6
27467	6
27468	7
27469	5
27470	6
27471	5
27472	5
27473	7
27474	6
27475	7
27476	5
27477	6
27478	6
27479	7
27480	4
27481	6
27482	6
27483	8
27484	7
27485	6
27486	7
27487	8
27488	6
27489	7
27490	8
27491	7
27492	6
27493	7
27494	6
27495	6
27496	7
27497	6
27498	7
27499	7
27500	7
27501	6
27502	4
27503	5
27504	8
27505	4
27506	6
27507	6
27508	7
27509	6
27510	5
27511	6
27512	6
27513	6
27514	5
27515	6
27516	6
27517	7
27518	4
27519	5
27520	5
27521	8
27522	7
27523	8
27524	7
27525	6
27526	7
27527	7
27528	7
27529	5
27530	5
27531	6
27532	6
27533	5
27534	7
27535	6
27536	6
27537	6
27538	6
27539	7
27540	6
27541	5
27542	5
27543	6
27544	5
27545	5
27546	6
27547	6
27548	6
27549	6
27550	6
27551	6
27552	7
27553	5
27554	8
27555	7
27556	5
27557	6
27558	6
27559	6
27560	6
27561	6
27562	7
27563	5
27564	6
27565	6
27566	5
27567	5
27568	6
27569	6
27570	5
27571	5
27572	5
27573	7
27574	7
27575	6
27576	4
27577	6
27578	7
27579	6
27580	5
27581	6
27582	6
27583	5
27584	6
27585	6
27586	5
27587	6
27588	7
27589	6
27590	6
27591	6
27592	6
27593	5
27594	7
27595	6
27596	7
27597	7
27598	7
27599	7
27600	5
27601	7
27602	6
27603	6
